,"icon01_nx_[12, 1]","icon01_ny_[12, 1]","icon02_nx_[12, 1]","icon02_ny_[12, 1]","icon03_nx_[12, 1]","icon03_ny_[12, 1]","icon04_nx_[12, 1]","icon04_ny_[12, 1]","icon05_nx_[12, 1]","icon05_ny_[12, 1]","icon06_nx_[12, 1]","icon06_ny_[12, 1]","icon07_nx_[12, 1]","icon07_ny_[12, 1]","icon08_nx_[12, 1]","icon08_ny_[12, 1]","icon11_nx_[12, 1]","icon11_ny_[12, 1]","icon15_nx_[12, 1]","icon15_ny_[12, 1]",cluster_label,date
27,-0.255995362,0.490934841,1.034233757,-0.026641595,0.748235563,0.991025928,0.627523656,2.001949826,-0.104280603,0.610245142,0.347626425,1.28717611,0.116972679,0.770510633,-0.652495687,0.257299208,0.377944475,-0.430968137,0.321541697,-0.585982963,1,2005/05
28,-0.198160725,0.498349033,0.670292651,-0.400147363,0.647507422,0.801445276,0.684735746,1.816050966,0.136084879,0.590950528,0.440012433,1.223636732,0.32870099,0.69397744,-0.551269509,0.391210154,0.341712227,-0.544724119,-0.104218349,-0.642310583,1,2005/06
29,0.184394544,0.469375482,0.00821368,-0.418214713,0.659273565,0.660955183,0.661078952,1.67835701,0.325525999,0.610080663,1.371405332,1.016811124,0.52249994,0.579639456,-0.325907415,0.560990104,0.358645511,-0.564524822,-0.318872631,-0.517888791,1,2005/07
30,0.313261819,0.353304146,-0.686922549,-0.381434751,0.809805483,0.441161063,0.614014382,1.529933983,0.216206707,0.54312519,1.427185564,0.766208883,0.647756441,0.477131284,-0.278407062,0.592354923,0.432915395,-0.530363866,-0.252197824,-0.335406026,1,2005/08
31,0.796171699,0.225719302,-0.939116429,-0.369200068,0.773199706,0.303214063,0.613703108,1.422086581,0.638480488,0.526614061,1.309461884,0.444589811,0.708268031,0.371232321,0.019046001,0.588571913,0.445490849,-0.859004912,0.224797858,-0.312151272,1,2005/09
32,0.591913955,0.087380084,-0.961465874,0.18096845,0.80818686,0.154386166,0.618621231,1.206594211,0.721092504,0.314044351,0.962329553,0.248948752,0.693264643,0.150097068,0.327269131,0.520477741,0.404153713,-0.935158539,0.501644608,-0.459169904,1,2005/10
33,1.139568747,-0.138929922,-1.314512404,0.339854851,0.795300133,0.010834238,0.585875247,1.079844413,0.750663497,0.12699414,0.777059499,-0.012989865,0.690774454,0.017046471,0.59527571,0.455749056,0.368855286,-0.99521856,0.669421084,-0.592309066,1,2005/11
34,0.846224496,-0.374767039,-1.082364545,0.633082373,0.767596781,-0.106983102,0.54821114,1.048087377,0.804700596,-0.090573191,0.515216137,-0.190411747,0.481909861,-0.000502138,0.575727727,0.302935714,0.238867425,-0.938410156,0.510422524,-0.587817532,1,2005/12
35,0.395687071,-0.451679798,-1.009713284,0.78781885,0.126248633,-0.131300642,0.539744498,0.967492825,0.618309958,-0.204088782,0.456883463,-0.125328801,0.333805877,-0.147672596,0.590419842,0.218912415,-0.05902142,-0.981604787,0.354972482,-0.834130676,1,2006/01
36,0.162605391,-0.515307741,-0.503271118,0.861859559,0.004042613,-0.159299973,0.104521735,0.792791167,0.431545791,-0.255191041,0.121641784,-0.263161931,-0.00311668,-0.168700562,0.538623913,0.135736814,-0.27641491,-0.895392656,-0.154831438,-0.836256246,2,2006/02
37,-0.16659758,-0.475845511,0.05185424,0.82182798,-0.197662687,-0.111120374,-0.238999822,0.632740764,0.096304112,-0.339543298,0.256921295,-0.275194179,-0.054725845,-0.166119512,0.241108595,0.014187073,-0.4456855,-0.80501795,-0.673973567,-0.758837399,2,2006/03
38,-0.415429705,-0.408712907,0.367049899,0.754391723,-0.177492157,-0.142168887,-0.354420077,0.779379829,-0.017559775,-0.400324494,-0.165850524,-0.271234038,-0.31227363,-0.147887684,0.041955739,-0.052629226,-0.603314457,-0.740517005,-0.929093418,-0.387457201,2,2006/04
39,-0.62062127,-0.278218056,0.385975334,0.65440134,-0.275294325,-0.020606493,-0.384738127,0.944478463,-0.163235825,-0.298613412,-0.075767941,-0.194245366,-0.182348025,-0.111170982,-0.092452206,0.017008515,-0.673288765,-0.653330654,-1.459192378,-0.180378548,2,2006/05
40,-0.652557942,-0.21847434,0.216953763,0.574211659,-0.525558309,-0.021833757,-0.634753092,1.043557887,-0.082304687,-0.275409266,-0.036049428,-0.205025045,-0.020983785,-0.106692102,-0.081806649,0.045311499,-0.598707607,-0.458511989,-1.436095876,0.009531061,2,2006/06
41,-0.525371545,-0.161121891,0.963823666,0.50429557,-0.419289498,0.200731196,-0.231155727,1.070114867,0.304359393,-0.32137473,0.152146597,-0.22501553,0.018921492,-0.126859718,-0.031940616,0.039959616,-0.461435945,-0.417835147,-1.285314939,0.386402316,2,2006/07
42,0.503200976,-0.258417354,1.462297227,0.231564621,0.005038689,0.186421551,0.515465156,1.070114867,0.775378622,-0.503819538,0.577657624,-0.391050427,0.221685122,-0.170547784,0.043325343,0.015186597,-0.219763113,-0.341605607,-1.215651905,0.576653535,2,2006/08
43,0.795549152,-0.334014284,1.501953485,-0.227685146,0.229404708,0.132118283,0.983496158,1.023023357,0.883950857,-0.652343782,0.856621034,-0.495962518,0.363750398,-0.224737182,0.250820332,-0.022858586,0.065488024,-0.377449306,-0.64185013,0.647581801,1,2006/09
44,0.570187057,-0.484411054,1.697122039,-0.484714707,0.647320658,-0.100138259,1.339281896,0.633917419,1.031432294,-0.921038677,0.86197494,-0.802398943,0.22205865,-0.300447982,0.400667449,-0.077642637,0.191367072,-0.400792626,-0.337362284,0.651997421,1,2006/10
45,0.365680295,-0.493976122,0.883141546,-0.822642473,0.784343302,-0.345160877,1.383171475,0.416438653,0.853446043,-1.081582517,1.080302251,-0.833789066,0.159554909,-0.325271609,0.602185984,-0.175115231,0.180410241,-0.49482382,-0.120404577,0.658791655,1,2006/11
46,-0.504640722,-0.424566121,0.335362245,-0.865153884,0.903312076,-0.548089606,1.219130282,0.06430246,0.590170823,-1.092944198,0.572116954,-1.014804175,0.087152667,-0.433194925,0.558856698,-0.356687036,0.177671034,-0.538081711,0.181530826,0.577362059,3,2006/12
47,-0.574116992,-0.410420955,-0.003988246,-0.911195261,0.84192892,-0.71651577,1.083539497,-0.236921256,0.413305157,-1.307905175,0.424635517,-1.125194671,0.377197418,-0.518167139,0.508181354,-0.427476128,0.152644635,-0.552479922,0.700921974,0.366753441,3,2007/01
48,-0.425265951,-0.217677251,0.003669085,-0.921177852,0.457381501,-0.764265195,1.062248382,-0.362962531,0.082234544,-1.266772854,0.372279295,-1.185722823,0.567510104,-0.651534041,0.422767875,-0.554630797,0.282134457,-0.576810113,0.711318513,0.155701995,3,2007/02
49,-0.429437018,-0.11718078,0.014190133,-0.947620962,0.157313739,-0.819023942,1.057890551,-0.584439394,-0.401546902,-1.232928203,0.214588084,-1.201727864,0.459186887,-0.720728955,0.164659797,-0.586704138,0.398675297,-0.815784977,0.862161705,0.056546658,3,2007/03
50,0.091884026,-0.211515627,0.025582747,-0.959362209,-0.142006965,-0.811065704,0.924478681,-0.728510061,-0.919319427,-1.170413654,-0.364443088,-1.147981293,-0.046944004,-0.765290024,-0.013699983,-0.588703187,0.463420209,-0.892077778,0.725886118,-0.163766202,3,2007/04
51,0.221249339,-0.28225411,0.164161759,-0.916420622,-0.285441845,-0.768111466,1.113484018,-1.059441157,-1.101974782,-0.940029638,-0.711824438,-0.997432696,-0.118848208,-0.764606804,-0.076826271,-0.581883648,0.557798367,-0.992080813,0.871997951,-0.434536059,3,2007/05
52,0.556677782,-0.414861879,0.440323707,-1.095904814,-0.245972351,-0.702585692,1.309399629,-1.333740979,-1.380751428,-0.798577977,-0.937062023,-0.729712021,-0.288181053,-0.681140203,-0.099673754,-0.569231442,0.670915198,-1.116996041,1.040521484,-0.560880986,3,2007/06
53,0.861165629,-0.457056985,0.594528654,-1.21059706,-0.226237604,-0.650053733,1.308714827,-1.415613403,-1.06779694,-0.509120812,-0.511301977,-0.731103763,-0.473886889,-0.649610906,-0.029450427,-0.566156956,0.579898794,-1.251109423,0.699178842,-0.58040334,3,2007/07
54,1.225231245,-0.814684235,1.006530405,-1.38972699,0.104148207,-0.700801731,1.118153122,-1.594566202,-0.735854761,-0.367618542,-0.164231901,-0.747513674,-0.321487329,-0.540801936,0.068538505,-0.580795558,0.342085755,-1.286231946,0.547713102,-0.864660448,3,2007/08
55,1.260093889,-1.15071417,1.009705396,-1.63005564,0.156193154,-0.727573798,0.827485824,-1.811994359,0.273792325,-0.498632134,0.006408293,-0.773539262,-0.140699616,-0.526935118,0.231272349,-0.604885358,0.191242563,-1.326301482,0.51011125,-0.918584149,3,2007/09
56,0.97297511,-1.436223846,0.690276416,-1.597665993,0.334801952,-0.786811426,0.757262498,-2.079082424,0.695754832,-0.638881835,0.159368145,-0.839988647,0.136956445,-0.542623853,0.353478369,-0.677483715,-0.007100982,-1.32445426,0.306476054,-1.105052359,3,2007/10
57,0.819953003,-1.461211953,0.539682243,-1.779579408,0.287363854,-0.861699832,0.683054869,-2.191800926,0.663506886,-0.659783279,0.368170484,-0.912093568,0.412931629,-0.617373085,0.397616967,-0.819251681,-0.092887989,-1.303932382,-0.010275973,-1.071270969,3,2007/11
58,0.819703984,-1.776289835,-0.247715484,-1.804187948,0.233015482,-0.926782779,0.617438391,-2.285401945,0.726695429,-0.975759468,0.410067912,-1.011742341,0.503574504,-0.753219819,0.333992641,-0.884701542,-0.306359432,-1.29852989,-0.219265075,-1.026444204,3,2007/12
59,0.582513492,-1.834780982,-0.961403619,-1.532987917,-0.007287746,-0.921203156,0.424012969,-2.30281138,0.581019379,-1.026861727,0.583198294,-0.968357927,0.382862598,-0.841570173,0.27597124,-0.913460006,-0.435600235,-1.29852989,-0.630208497,-0.939434985,3,2008/01
60,0.466906473,-1.874711344,-2.216209801,-1.37251999,-0.206751876,-0.868557328,0.040835154,-2.405230986,0.028135191,-1.037565493,0.611586448,-1.177663368,0.10221831,-0.933399882,0.066048317,-0.919077585,-0.549837651,-1.210027711,-1.435597838,-0.721564,3,2008/02
61,-0.071596874,-1.892209344,-1.877481857,-0.813317797,-0.641601111,-0.842569697,-0.461435945,-2.35259781,-0.341844624,-0.989006327,0.713123899,-1.278349622,0.098981065,-0.946229219,-0.101977179,-0.910790391,-0.659281452,-1.008895595,-2.246154322,-0.327093527,3,2008/03
62,-0.411569912,-1.838045251,-1.693643662,-0.077136549,-0.800226143,-0.658935581,-0.998071651,-2.354369119,-0.479801088,-0.890787253,0.684299963,-1.499295092,0.024088634,-0.949657967,-0.200526404,-0.86972133,-0.810871701,-0.784053245,-2.277966485,0.274215207,0,2008/04
63,-1.07333761,-1.626373848,-1.605864504,0.348331829,-1.434601763,-0.340264473,-1.103842424,-2.103159572,-0.813050616,-0.741921399,0.382924853,-1.493993818,-0.000688746,-0.987019931,-0.30449179,-0.763063235,-1.100356159,-0.742756445,-2.834025664,0.860265381,0,2008/05
64,-1.964825232,-1.353604942,-1.502895193,0.731668361,-1.356160813,-0.204329174,-1.864595129,-2.106854016,-0.869764668,-0.570559924,-0.285441845,-1.455796809,0.369291069,-1.075129892,-0.363758286,-0.633504648,-1.488576607,-0.43890107,-2.82605706,1.286467586,0,2008/06
65,-2.078938138,-1.166871037,-1.091640498,0.922450973,-1.594720909,0.443767417,-1.664632962,-1.543628422,-0.963582535,-0.330889189,-0.829921646,-1.493563643,0.530219526,-1.068019352,-0.421219394,-0.614349208,-1.822635447,0.150792939,-2.665688895,2.054165479,0,2008/07
66,-3.445927329,-0.063737863,-0.782545802,1.004715615,-1.664197179,0.614205282,-1.994396225,-0.704799828,-1.364191672,-0.002286099,-1.602502749,-0.957565596,0.432604121,-1.029151776,-0.364567597,-0.523898589,-2.070596005,0.195012399,-2.547902961,2.163252798,0,2008/08
67,-4.512288466,1.186413943,-0.700743097,1.254837072,-1.671107453,0.973110405,-2.608788079,-0.227027231,-1.765734631,0.310084211,-2.212536772,-0.258101049,-0.483100588,-1.119475874,-0.555751849,-0.370364071,-3.119401311,1.190880171,-1.637863431,2.486681136,4,2008/09
68,-5.082603977,1.972824448,-0.798607521,1.417051003,-1.495549136,1.446657164,-2.735600948,0.079586325,-2.086408705,0.689169602,-2.686357463,0.686449377,-0.986679036,-0.916218187,-0.601944853,-0.259960923,-3.316250743,1.823401897,-1.564963151,3.357874072,4,2008/10
69,-5.448412724,2.44403055,-0.681319624,1.470544529,-1.223060217,1.550341991,-2.404966118,0.949716476,-2.25231754,1.010586238,-3.669359527,1.470962052,-2.676085434,-0.836319507,-1.074209176,-0.094596593,-3.325339932,2.966667868,-1.153770711,3.374043591,4,2008/11
70,-4.625156278,2.496575161,-0.092950244,1.554200914,-0.531098979,1.562045282,-2.50781092,1.104883128,-1.836206976,1.078490627,-4.041206983,3.110409578,-2.875674073,0.415198737,-1.015876501,0.119491382,-3.325339932,3.287084981,-0.194861224,3.406382629,4,2008/12
71,-3.159431097,3.066873338,0.78023449,1.280672876,-0.388784684,1.541207099,-1.003487811,1.493002194,-1.619062505,1.712884879,-3.95784791,3.670383556,-2.924730794,0.897020039,-1.075329761,0.275100862,-3.133719897,3.368160316,0.342334774,3.157994525,4,2009/01
72,-0.519021563,3.850247314,2.125870311,0.843804861,0.563463547,1.525809364,-0.186581346,1.563740677,-1.410446931,1.867785835,-3.335362942,3.577642887,-2.214902451,1.500757997,-0.975410932,0.503194828,-1.056093052,3.188916516,2.179222608,2.820205933,4,2009/02
73,2.067413127,3.862444041,2.215205838,0.19691023,0.683490652,1.451895178,0.661265716,1.45288205,-0.716680306,1.905084538,0.473318709,3.556576965,-1.903691095,1.574988488,-0.79979036,0.75696012,0.832715221,2.824912554,3.42269843,2.048864205,5,2009/03
74,2.616997815,3.92794451,2.222676404,-0.16622073,0.662199537,1.251092019,0.823314758,1.240211122,-0.441452179,1.829259869,1.281571768,3.554337524,-1.247775342,1.935475137,-0.716555797,0.787679676,3.040267671,2.298175921,4.585678896,1.718768155,5,2009/04
75,2.856803005,3.003296004,2.1283605,-0.676180538,0.720034174,1.158870091,1.09966347,1.007967232,0.478174578,1.956819408,2.329256489,3.281555967,-0.892300878,1.927782595,-0.244789512,0.915416346,3.598817039,2.124625614,4.6958075,0.212497747,5,2009/05
76,3.161726634,2.519020174,2.035538709,-0.860966004,0.572365972,1.093799796,1.165777985,0.821157413,0.670479415,1.93102156,1.495416739,3.143305314,-0.052546929,1.693855962,-0.058523383,0.944579681,3.545589252,1.153948383,4.164338936,-0.733849292,5,2009/06
77,3.064484758,1.801171972,0.562280707,-0.935462192,0.544724876,0.903662447,1.12867417,0.544466324,1.196531818,1.801209928,1.494171645,2.960506244,1.11205216,1.606998569,0.03616605,0.920995969,3.404022013,0.226301304,3.546585327,-1.562366338,5,2009/07
78,2.480659973,1.717768631,0.201576847,-1.081240908,0.453521708,0.753328937,1.138323652,0.400560135,1.547523942,1.650534809,1.195411233,2.422787496,1.166525042,1.507134708,-0.010400482,0.916390566,3.290656164,-0.449149357,2.89259947,-1.941502338,5,2009/08
79,1.452896764,1.043570539,0.118902576,-1.148563295,0.868636196,0.644039183,0.828108371,0.186067289,1.69699753,1.41910066,1.142432464,2.12735849,1.165466711,1.385711489,-0.113245283,0.897690606,2.326579536,-1.071650535,2.30553744,-2.345449314,1,2009/09
80,1.126868783,0.598807548,0.168146061,-1.167680778,0.859920535,0.42095549,0.637297648,0.022879138,1.676079943,0.876523466,0.956788882,1.96348712,1.102340423,0.856672155,-0.281084015,0.922855843,2.103769885,-1.481746483,1.661823612,-2.419793675,1,2009/10
81,0.934626201,0.363438563,0.114171217,-1.199108857,0.883079291,0.222214641,0.56059983,-0.171990136,1.706958285,0.502309174,0.772079121,1.444202637,0.977644214,0.820714586,-0.318374593,0.969846136,1.51863775,-1.707879358,0.07096644,-2.453676282,1,2009/11
82,0.937054135,0.176932397,0.368606267,-1.331033407,0.842551467,0.09183366,0.636986374,-0.168865041,1.533018591,0.200579369,0.546218989,1.420922578,0.912089992,0.728707745,-0.307293253,1.026932888,1.008522556,-1.985532015,-0.345019614,-2.433116448,1,2009/12
83,1.08173411,0.114797414,0.760811017,-1.463350176,0.86658179,-0.125430018,0.6524878,-0.327852659,1.369226417,-0.082210083,0.74319293,1.426831158,1.038716097,0.728707745,0.048367975,0.995833766,0.965566798,-2.044440685,-0.740399355,-2.341134912,1,2010/01
84,1.159054475,-0.307128346,0.685856331,-1.529128994,0.731426788,-0.216804249,0.653919659,-0.452654018,1.10414581,-0.219904039,1.31139178,1.334634534,1.085967431,0.466933606,0.110933971,0.961457723,0.699054332,-2.382039493,-0.843244156,-2.223153092,1,2010/02
85,1.177544127,-0.475073726,0.762678658,-1.567047655,0.655289263,-0.361722614,0.494672079,-0.60965524,1.053843994,-0.505451673,1.455698226,1.091952574,1.116659009,0.018374953,0.739831175,0.931421387,0.645453016,-2.40582564,-0.978772687,-2.162371895,1,2010/03
86,1.045128333,-0.784926247,-0.067239044,-1.532785481,0.058328731,-0.398679708,0.17735976,-0.575279196,0.52816512,-0.651432823,1.41672677,0.618975164,0.971730016,-0.184528472,0.728127288,0.544769977,0.591104644,-2.589548321,-0.53309113,-2.09270885,3,2010/04
87,1.046995975,-0.883803236,-0.791884011,-1.45809951,0.118093264,-0.424679991,-0.169025515,-0.568801267,0.424448752,-0.733153421,2.040581342,0.125096309,0.827485824,-0.403057371,0.727878269,0.538734874,0.440074688,-2.628517115,-0.341035312,-2.000929749,3,2010/05
88,0.488944645,-1.016259178,-0.853329421,-1.337448076,0.015435227,-0.465002571,-0.555876359,-0.516471744,0.463918246,-0.819137812,1.764543903,-0.222497741,0.364372946,-0.487333714,0.531215601,0.392260287,0.212284659,-2.658970974,-0.110257057,-1.940287727,3,2010/06
89,0.092444319,-0.997192304,-1.448173292,-1.104938489,0.197219016,-0.474365203,-1.296334025,-0.355548338,0.451218283,-0.939650072,1.448289914,-0.472049849,-0.170332864,-0.476604643,0.170138212,0.338728805,0.068912034,-2.694612238,-0.248960578,-1.866765758,3,2010/07
90,-0.150971645,-1.001785055,-1.799787964,-0.502136795,0.274414872,-0.452982975,-0.918945899,-0.120128744,0.553067009,-1.029645212,1.106013452,-0.82589409,-0.21366215,-0.461168952,-0.177616666,0.280731093,-0.19797396,-2.663082941,-0.32914466,-1.792712398,3,2010/08
91,-0.143750097,-1.018713706,-1.779243905,-0.195763631,0.351174944,-0.565638216,-0.635437894,0.114126847,0.163165683,-1.024483112,0.932571795,-0.995901779,-0.415242941,-0.445163912,-0.401733666,0.355948457,-0.393516043,-2.628795463,-0.442012472,-1.745241322,3,2010/09
92,0.019108256,-0.98190844,-1.64825997,0.205880643,0.383671909,-0.704078652,-0.343400992,0.133345547,-0.035177862,-0.996407867,1.052661155,-1.313257058,-0.444689425,-0.274435046,-0.32136282,0.420689794,-0.464299662,-2.527780252,-0.573058662,-1.589125754,3,2010/10
93,-0.004237265,-1.010730164,-1.182221119,0.377267424,0.427935017,-0.715326463,0.300748619,0.155461603,-0.197289159,-0.967029446,1.167085334,-1.518627663,-0.219949877,-0.20419,-0.178052449,0.505333051,-0.428752216,-2.480878525,-0.566023878,-1.541022067,3,2010/11
94,0.305728997,-1.082733868,-0.704914164,0.513354549,0.366240587,-0.826007959,0.51577643,-0.031727782,-0.247155191,-0.915712099,1.197714657,-1.513149258,0.039901333,-0.21193315,0.005474472,0.513885942,-0.392084184,-2.417680757,-0.931396843,-1.305096385,3,2010/12
95,0.368481757,-1.154813484,-0.480734909,0.615837417,0.240797322,-0.875300953,0.804078049,-0.129478724,-0.241054228,-0.888168247,0.905055208,-1.938086243,0.079744355,-0.24491745,0.22218316,0.464896601,-0.434728669,-2.267739466,-1.261284616,-1.17595532,3,2011/01
96,0.236003708,-1.214367417,-0.503333373,0.750950323,-0.02540387,-0.891242733,0.749107129,-0.328662401,-0.184091157,-0.826792396,0.242851728,-1.878785354,0.334490679,-0.26579359,0.712003314,0.236132068,-0.549152849,-2.175859147,-1.603623334,-0.737189474,3,2011/02
97,0.168083806,-1.263470628,-0.045947929,0.863833303,-0.188760262,-0.860877439,0.687661718,-0.517395355,-0.009093133,-0.85715769,-0.34483285,-1.883049147,0.41834779,-0.378828397,0.802895209,0.105181737,-0.554631264,-2.077893117,-1.489385919,-0.432802707,3,2011/03
98,0.041644465,-1.261838493,0.346941623,0.692104913,-0.188884771,-0.842810089,0.591851701,-0.625078279,0.126497652,-0.86352175,-0.463241332,-1.819965249,0.50787008,-0.450262751,0.626091798,-0.102415656,-0.558366547,-2.114242904,-1.345079472,-0.087675836,3,2011/04
99,-0.108762943,-1.233383683,0.407515468,0.667268633,-0.169399043,-0.835522418,0.638293723,-0.817455068,0.141687804,-0.867747586,-0.378388145,-1.759791358,0.519885242,-0.521444061,0.599820305,-0.196725198,-0.61825559,-1.958481599,-1.000063802,0.159409091,3,2011/05
100,-0.038166088,-1.198311768,0.249263964,0.477548807,-0.209366575,-0.833624587,0.552880244,-0.942926993,0.136831936,-0.915243967,-0.314888329,-1.71345898,0.537067545,-0.689414745,0.54385331,-0.310354659,-0.637865828,-1.879215529,-0.597524768,0.282641576,3,2011/06
101,-0.357719578,-1.167478342,0.026329804,0.485279305,-0.340039237,-0.745476669,0.545783206,-0.910980174,0.171943599,-0.89587344,-0.256431145,-1.702527475,0.027637153,-0.697259113,-0.084296838,-0.326979657,-0.737909166,-1.715799639,-0.606489448,0.422182754,3,2011/07
102,-0.415429705,-1.169768392,-0.280274703,0.511532632,-0.347509803,-0.631277859,-0.155765259,-0.970572063,-0.134972182,-0.89587344,-0.091456131,-1.687597872,-0.255372814,-0.725245792,-0.342778444,-0.293894139,-0.761254687,-1.502356926,-0.345206379,0.609119095,3,2011/08
