,"icon01_nx_[12, 1]","icon01_ny_[12, 1]","icon02_nx_[12, 1]","icon02_ny_[12, 1]","icon03_nx_[12, 1]","icon03_ny_[12, 1]","icon04_nx_[12, 1]","icon04_ny_[12, 1]","icon05_nx_[12, 1]","icon05_ny_[12, 1]","icon06_nx_[12, 1]","icon06_ny_[12, 1]","icon07_nx_[12, 1]","icon07_ny_[12, 1]","icon08_nx_[12, 1]","icon08_ny_[12, 1]","icon11_nx_[12, 1]","icon11_ny_[12, 1]","icon15_nx_[12, 1]","icon15_ny_[12, 1]",cluster_label,date
10,1.321228026,-0.342744306,1.255860568,-1.661863285,-0.311090791,0.141329089,-1.323352574,-0.003412145,0.278461429,0.362110081,2.475430577,-2.233742988,0.78023449,-0.632100253,1.282630098,-0.03997702,0.976959412,-0.700801731,1.006219132,0.109192487,1,2003/12
11,1.014312246,-0.551758746,0.457755029,-1.757767005,-0.393267024,0.218507545,-0.901888105,0.17700831,0.256049729,0.307072986,1.812417785,-2.604958707,0.608411457,-0.758622311,1.165591221,-0.279736321,0.595337965,-0.824666826,0.708019012,-0.037573101,1,2004/01
12,0.844356854,-0.652065434,-0.099798263,-1.715660464,-0.46928004,0.313070131,-0.756647838,0.257615513,0.193296969,0.256527423,1.517517165,-2.668649912,0.513286241,-0.825691654,0.711380767,-0.335646418,0.37010038,-0.901857933,0.375080758,-0.121343356,1,2004/02
13,0.478548106,-0.717338164,-0.960656563,-1.537264362,-0.471832484,0.466655258,-0.930027239,0.475144888,0.199148913,0.239737946,0.02601853,-2.640119187,0.1179065,-0.860510525,0.458751104,-0.483145834,0.268874202,-0.909563127,-0.21260382,-0.186843825,3,2004/03
14,-0.2406807,-0.616436822,-1.537322055,-1.377504959,-0.704851909,0.482875386,-1.044264655,0.683552022,-0.154208891,0.294952172,-0.93096106,-2.48721728,-0.115797727,-0.875123822,-0.024781323,-0.416177708,-0.137088842,-0.933349274,-0.448860491,0.002040955,0,2004/04
15,-0.598147315,-0.500605878,-1.569445491,-0.963157871,-0.411507658,0.564456809,-1.235137633,0.734970587,-0.367618079,0.322103806,-1.02745588,-2.383747541,-0.412130205,-0.802057334,-0.435786999,-0.263035409,-0.504391703,-0.873542297,-1.230904312,0.324431812,0,2004/05
16,-1.109258585,-0.28598651,-1.297081082,-0.614766731,-0.206627367,0.620493428,-1.546473499,1.087005562,-0.25966839,0.410302333,-2.323536942,-2.032408437,-0.576233653,-0.646789464,-1.006538293,-0.193929061,-0.725707241,-0.848048102,-1.617755156,0.665838934,0,2004/06
17,-1.057836184,-0.099897867,-1.057773929,-0.375412301,-0.125696228,0.753948895,-1.550084273,1.557553749,-0.153399579,0.457798714,-2.740830345,-1.78905591,-0.776756113,-0.487978976,-0.967940365,-0.043519638,-0.818591286,-0.427627955,-1.931269937,0.961634854,0,2004/07
18,-0.700743097,0.023132182,-0.843804449,-0.167447994,-0.30909864,0.811845389,-1.766481687,2.101219033,0.005163198,0.498867774,-2.867767724,-0.405334768,-0.797735954,-0.432903924,-0.242859615,-0.003677842,-0.878916112,-0.325587915,-1.820643296,1.241817952,0,2004/08
19,-0.556934689,0.209866088,-0.950384533,-0.09257224,-0.409515507,0.921615927,-1.391085712,2.21350736,0.075573289,0.452598657,-2.49660507,0.057369051,-0.770157113,-0.163373984,0.012197982,-0.009801509,-0.828240768,-0.132489949,-1.173318694,1.370541494,0,2004/09
20,-0.208495009,0.226402521,-1.336363811,0.248796926,-0.43460416,0.956839668,-1.145490833,2.310423256,-0.068172865,0.468983264,-2.17481041,0.606550698,-0.771153188,-0.023756892,0.17393575,-0.04462038,-0.637990337,-0.032499567,-0.516780393,1.642121092,2,2004/10
21,-0.044453815,0.238067855,-1.204570564,0.428217856,-0.457887426,1.110488056,-0.446992849,2.741939388,-0.185647525,0.468350653,-1.131109992,0.848827787,-0.837392213,0.110483012,0.166340674,-0.066622566,-0.387352825,0.033000903,0.402472836,1.562121195,2,2004/11
22,0.145423087,0.235360283,-0.663763792,0.49591981,-0.380504806,1.216260496,0.155134824,2.712649532,-0.121400652,0.554777871,-0.593913994,1.01105437,-0.900518501,0.332845529,0.049301796,-0.047618952,-0.019178398,0.07336144,1.244716973,1.138284952,2,2004/12
23,-0.149477532,0.287866937,-0.161866222,0.518617867,-0.202394046,1.218272197,0.507807826,2.615948723,-0.041278825,0.558181315,-0.694828899,1.117434117,-0.992157452,0.496501811,-0.083985564,-0.027286858,0.218385622,-0.047252039,1.978949167,0.726164651,2,2005/01
24,-0.270438457,0.247038269,0.405398807,0.484406303,-0.056842505,1.201077849,0.835827957,2.364675915,-0.113681067,0.556043092,-0.76405615,1.258658038,-0.907428775,0.704605293,-0.329891717,-0.02139093,0.285433958,-0.143206368,2.335481961,0.134484246,2,2005/02
25,-0.29328594,0.391450546,1.307407478,0.425383762,0.291099137,1.147230061,0.810241266,2.1950984,-0.304740809,0.556043092,-0.673537784,1.300536839,-0.806202597,0.777874217,-0.329580443,-0.005335281,0.58301153,-0.246612846,1.998932933,0.002395217,2,2005/03
26,-0.30449179,0.460265894,1.407388562,-0.110702851,0.53264746,1.125012788,0.706089116,1.998799427,-0.309472168,0.667698808,-0.624667827,1.299828316,-0.112373717,0.832013005,-0.524499979,0.244558437,0.520632298,-0.327789398,1.267937984,-0.408371297,2,2005/04
