,date,icon01_x,icon01_y,icon02_x,icon02_y,icon03_x,icon03_y,icon04_x,icon04_y,icon05_x,icon05_y,icon06_x,icon06_y,icon07_x,icon07_y,icon08_x,icon08_y,icon11_x,icon11_y,icon15_x,icon15_y,icon01_nx,icon01_ny,icon02_nx,icon02_ny,icon03_nx,icon03_ny,icon04_nx,icon04_ny,icon05_nx,icon05_ny,icon06_nx,icon06_ny,icon07_nx,icon07_ny,icon08_nx,icon08_ny,icon11_nx,icon11_ny,icon15_nx,icon15_ny,"icon01_nx_[6, 1]","icon01_ny_[6, 1]","icon01_nx_[6, 3]","icon01_ny_[6, 3]","icon01_nx_[12, 1]","icon01_ny_[12, 1]","icon01_nx_[12, 3]","icon01_ny_[12, 3]","icon02_nx_[6, 1]","icon02_ny_[6, 1]","icon02_nx_[6, 3]","icon02_ny_[6, 3]","icon02_nx_[12, 1]","icon02_ny_[12, 1]","icon02_nx_[12, 3]","icon02_ny_[12, 3]","icon03_nx_[6, 1]","icon03_ny_[6, 1]","icon03_nx_[6, 3]","icon03_ny_[6, 3]","icon03_nx_[12, 1]","icon03_ny_[12, 1]","icon03_nx_[12, 3]","icon03_ny_[12, 3]","icon04_nx_[6, 1]","icon04_ny_[6, 1]","icon04_nx_[6, 3]","icon04_ny_[6, 3]","icon04_nx_[12, 1]","icon04_ny_[12, 1]","icon04_nx_[12, 3]","icon04_ny_[12, 3]","icon05_nx_[6, 1]","icon05_ny_[6, 1]","icon05_nx_[6, 3]","icon05_ny_[6, 3]","icon05_nx_[12, 1]","icon05_ny_[12, 1]","icon05_nx_[12, 3]","icon05_ny_[12, 3]","icon06_nx_[6, 1]","icon06_ny_[6, 1]","icon06_nx_[6, 3]","icon06_ny_[6, 3]","icon06_nx_[12, 1]","icon06_ny_[12, 1]","icon06_nx_[12, 3]","icon06_ny_[12, 3]","icon07_nx_[6, 1]","icon07_ny_[6, 1]","icon07_nx_[6, 3]","icon07_ny_[6, 3]","icon07_nx_[12, 1]","icon07_ny_[12, 1]","icon07_nx_[12, 3]","icon07_ny_[12, 3]","icon08_nx_[6, 1]","icon08_ny_[6, 1]","icon08_nx_[6, 3]","icon08_ny_[6, 3]","icon08_nx_[12, 1]","icon08_ny_[12, 1]","icon08_nx_[12, 3]","icon08_ny_[12, 3]","icon11_nx_[6, 1]","icon11_ny_[6, 1]","icon11_nx_[6, 3]","icon11_ny_[6, 3]","icon11_nx_[12, 1]","icon11_ny_[12, 1]","icon11_nx_[12, 3]","icon11_ny_[12, 3]","icon15_nx_[6, 1]","icon15_ny_[6, 1]","icon15_nx_[6, 3]","icon15_ny_[6, 3]","icon15_nx_[12, 1]","icon15_ny_[12, 1]","icon15_nx_[12, 3]","icon15_ny_[12, 3]"
36,2006/02,272.6288942,255.4640036,264.3281944,295.9035242,266.0462944,267.6080038,273.5810942,295.8225642,281.716194,262.0364837,278.4455941,264.9804837,273.3947942,265.7532838,282.399294,273.7241639,260.4158945,243.7100835,263.6450944,248.6707235,0.064927732,-0.529490864,-0.184713705,0.860860035,-0.133042285,-0.111968071,0.093564904,0.858076549,0.338225962,-0.303522468,0.239863501,-0.202304821,0.087961979,-0.175735189,0.358770021,0.09831159,-0.30237513,-0.933602318,-0.205257763,-0.763050583,0.154885805,-0.559577809,0.5147181,-0.540890501,0.162605391,-0.515307741,0.131291265,-0.40546129,-0.435600235,0.949438128,-0.474447182,0.895552383,-0.503271118,0.861859559,-0.46361486,0.801888103,-0.140761871,-0.144167935,0.035045465,-0.206821658,0.004042613,-0.159299973,-0.062320921,-0.227128449,0.082981601,0.856621546,0.1851416,0.702909897,0.104521735,0.792791167,0.242913982,0.82871078,0.338412726,-0.273334304,0.250633568,-0.290250304,0.431545791,-0.255191041,0.08441346,-0.199989467,-0.06350376,-0.219992605,0.299005487,-0.191651664,0.121641784,-0.263161931,0.099914885,-0.164803683,0.027574898,-0.191246793,0.19198962,-0.16427229,-0.00311668,-0.168700562,0.264703135,-0.293603138,0.444992811,0.117973117,0.377633201,0.060494146,0.538623913,0.135736814,0.39132924,0.121389213,-0.206440603,-0.92168394,-0.060640043,-0.884726847,-0.27641491,-0.895392656,-0.267761504,-0.871075117,0.075635544,-0.786937948,-0.602442891,-0.758976573,-0.154831438,-0.836256246,-0.411196384,-0.771451648
37,2006/03,262.4651945,256.8035236,280.453494,294.0488041,264.1004944,268.6568038,265.7357944,296.5806442,275.0714942,261.1385637,272.1941942,264.5904037,267.5987943,266.1764838,276.5204941,272.5649639,256.0067946,246.1977635,247.1885948,252.7260836,-0.240742955,-0.483436834,0.300250582,0.797092917,-0.191561724,-0.075909285,-0.142380493,0.884140093,0.138388304,-0.33439385,0.05185424,-0.215716159,-0.086351243,-0.161185152,0.181966609,0.058457141,-0.434977688,-0.848073406,-0.700182805,-0.623623275,-0.19349162,-0.48191857,-0.149041749,-0.351499632,-0.16659758,-0.475845511,-0.338794142,-0.476174468,0.27927074,0.803115367,-0.621866364,0.658804308,0.05185424,0.82182798,0.112116811,0.760452129,-0.254252229,-0.049086608,-0.18570978,-0.075909285,-0.197662687,-0.111120374,-0.226237604,-0.343870352,-0.182908318,0.836479234,-0.09394632,0.3800003,-0.238999822,0.632740764,-0.206627367,0.922944409,0.119462868,-0.315820412,0.10682516,-0.353448072,0.096304112,-0.339543298,0.099416848,-0.44170986,-0.157321627,-0.287808428,0.510048996,-0.180125504,0.256921295,-0.275194179,0.182526902,0.053472172,-0.201335715,-0.16524651,-0.106833047,-0.486397451,-0.054725845,-0.166119512,-0.043021957,-0.215627594,0.201576847,-0.029412428,0.277714372,0.014807031,0.241108595,0.014187073,0.228719906,0.039162527,-0.41443363,-0.865179189,0.009334265,-0.748095676,-0.4456855,-0.80501795,-0.407523355,-0.617107389,-0.463428096,-0.700346251,-0.275543344,-0.811622401,-0.673973567,-0.758837399,-0.191437215,-0.7077984
38,2006/04,254.9924946,259.4715237,281.095194,292.0726441,260.6849945,270.3164838,257.1659946,298.8622442,266.6258944,261.7384037,268.3853943,264.8774437,264.7007944,267.1222438,271.5110942,272.2926438,250.3349948,249.6937635,233.1539952,259.2764837,-0.465482502,-0.391708342,0.319549545,0.729150572,-0.294282016,-0.018847836,-0.400115044,0.96258377,-0.115610963,-0.313770754,-0.062694449,-0.205847439,-0.173507855,-0.128668983,0.031310182,0.049094509,-0.605555627,-0.727877451,-1.122269821,-0.398414011,-0.373905805,-0.397844662,-0.292725648,-0.357344951,-0.415429705,-0.408712907,-0.427258102,-0.348830017,0.390582184,0.741081602,0.026703332,1.121546084,0.367049899,0.754391723,0.299503525,0.806759203,-0.215405283,0.003432698,-0.181476459,-0.20849175,-0.177492157,-0.142168887,-0.374528353,-0.237794258,-0.421281649,0.999667385,-0.587999795,0.548704813,-0.354420077,0.779379829,-0.601944853,0.784149711,-0.076701762,-0.33622842,-0.042959702,-0.256393001,-0.017559775,-0.400324494,-0.04464058,-0.440292813,-0.465295738,-0.201431819,0.423203658,-0.282355327,-0.165850524,-0.271234038,-0.219949877,0.054256609,-0.212666075,-0.134400432,-0.303557969,-0.333204542,-0.31227363,-0.147887684,-0.200090621,-0.16214672,0.007840151,-0.005689542,0.107074179,0.0507646,0.041955739,-0.052629226,0.427125706,-0.014090607,-0.614209033,-0.740099482,-0.55668567,-0.576354634,-0.603314457,-0.740517005,-0.610411495,-0.68382247,-1.019238256,-0.512726691,-0.997262339,-0.533906483,-0.929093418,-0.387457201,-0.877546508,-0.554757319
39,2006/05,252.6119947,262.5664037,281.529894,290.0228841,256.8347946,272.6569639,251.4320947,302.1632043,263.5415944,262.8865637,267.9506943,265.2417637,266.2532944,267.7883238,268.7993943,272.5060838,249.3620948,253.3627236,225.6605954,267.1627238,-0.537075432,-0.285303291,0.332623037,0.658677786,-0.410075799,0.061620193,-0.572560624,1.076074056,-0.208370499,-0.274295872,-0.075767941,-0.193321755,-0.126816813,-0.10576849,-0.050243505,0.056432788,-0.634815346,-0.601734959,-1.347631916,-0.12727724,-0.683498539,-0.30353512,-0.308662857,-0.34397157,-0.62062127,-0.278218056,-0.494057419,-0.333444934,0.416044365,0.688853296,0.558669934,0.82354868,0.385975334,0.65440134,0.011886708,0.629058972,-0.394512119,0.066719032,-0.291356044,0.035455431,-0.275294325,-0.020606493,-0.411694422,-0.003867625,-0.562475359,1.036434695,-0.519021563,0.711905615,-0.384738127,0.944478463,-0.842310336,0.512861113,-0.211732254,-0.34190926,-0.173258836,-0.478426561,-0.163235825,-0.298613412,-0.141695692,-0.397325922,-0.112249208,-0.19266384,-0.394947902,-0.258430006,-0.075767941,-0.194245366,-0.037854815,-0.17964472,-0.191125941,-0.118990046,-0.278718335,-0.105629316,-0.182348025,-0.111170982,-0.129307002,-0.177278758,-0.049620957,0.046412241,-0.069915997,6.72113E-05,-0.092452206,0.017008515,0.138512813,-0.022263932,-0.669989264,-0.59944491,-0.684183341,-0.553530055,-0.673288765,-0.653330654,-0.60375024,-0.679014632,-1.311088394,-0.210743842,-1.180228968,-0.190854575,-1.459192378,-0.180378548,-1.33779567,-0.310670964
40,2006/06,254.9510946,265.2380837,287.1395939,286.975844,254.8475947,275.3507239,253.4813947,305.0998443,268.5509943,263.1404837,269.4617943,265.3374438,269.7722943,267.8288038,268.2197943,272.8225639,252.3221947,256.5054436,225.3707954,275.0968039,-0.466727596,-0.193448277,0.501333334,0.553917521,-0.469840332,0.154234339,-0.510928449,1.177038658,-0.057714071,-0.26556585,-0.030321993,-0.190032181,-0.020983785,-0.104376748,-0.067674827,0.067313685,-0.545791094,-0.493685121,-1.356347577,0.145504317,-0.653927546,-0.216323465,-0.425577225,-0.207935053,-0.652557942,-0.21847434,-0.643593262,-0.191335358,0.219381697,0.744902568,0.92933455,0.71720689,0.216953763,0.574211659,0.498780891,0.606879655,-0.445062953,0.110938491,-0.200277385,0.045463326,-0.525558309,-0.021833757,-0.425390461,0.079345933,-0.540063659,1.137652342,-0.432425244,0.99160793,-0.634753092,1.043557887,-0.526803403,0.9607492,-0.229101322,-0.173343922,-0.035987173,-0.327650224,-0.082304687,-0.275409266,-0.161368184,-0.540068108,-0.105650207,-0.196940286,-0.51964411,-0.177215497,-0.036049428,-0.205025045,-0.052795948,-0.190361139,-0.193304856,-0.082539041,-0.09500465,-0.155997748,-0.020983785,-0.106692102,-0.168091694,-0.193309103,-0.054414571,0.065137506,-0.06929345,-0.033625613,-0.081806649,0.045311499,-0.164729939,0.035215039,-0.584140002,-0.479033867,-1.004981925,-0.313378536,-0.598707607,-0.458511989,-0.582770399,-0.604126226,-1.355662775,0.07107139,-1.173069675,-0.112208463,-1.436095876,0.009531061,-0.717116089,-0.164575943
41,2006/07,266.5430944,265.8526438,301.3190935,281.408004,259.6913945,277.1833639,268.5716943,305.3537643,284.3657939,260.5865637,278.1764941,263.8838437,273.5396942,267.1958438,270.3104943,272.7673639,256.6898946,258.8716837,230.5664952,282.103524,-0.118101152,-0.172319093,0.927778182,0.362489647,-0.324164282,0.217242324,-0.057091524,1.18576868,0.417912007,-0.353372159,0.231770387,-0.240008394,0.092319809,-0.126138542,-0.004797557,0.065415854,-0.41443363,-0.412331438,-1.200088224,0.386402316,-0.146800579,-0.173761445,-0.216774887,-0.184882734,-0.525371545,-0.161121891,-0.167655911,-0.195548543,0.919124775,0.396081254,0.804638341,0.503220133,0.963823666,0.50429557,0.934563946,0.464061556,-0.363571522,0.213193618,-0.138956484,0.196138445,-0.419289498,0.200731196,-0.359026927,0.171441339,-0.242984125,1.128492145,-0.166784345,1.306065853,-0.231155727,1.070114867,-0.160185344,1.158389307,-0.100981103,-0.173343922,-0.364194069,-0.388241638,0.304359393,-0.32137473,0.343081831,-0.365935799,0.228844415,-0.250319942,-0.960843327,-0.286302815,0.152146597,-0.22501553,0.206619479,-0.24480358,0.090887951,-0.115586602,0.218447877,-0.245474147,0.018921492,-0.126859718,0.069908109,-0.155542268,-0.039224419,0.049119813,0.022470011,-0.015292567,-0.031940616,0.039959616,-0.092016423,-0.027160336,-0.507877968,-0.447416004,-0.492812325,-0.405600464,-0.461435945,-0.417835147,-0.615080599,-0.502680839,-1.245409662,0.299962446,-1.180976025,0.19398757,-1.285314939,0.386402316,-0.952999232,0.077233015
42,2006/08,287.2016939,262.7908837,321.480893,272.2558438,276.8309941,275.9689639,292.3973937,301.3720042,300.2633935,255.2064036,292.4801937,259.8910437,278.3006941,265.7201638,275.0714942,271.8657638,264.4937944,259.8505637,241.413295,287.1856041,0.503200976,-0.277585446,1.534139176,0.047829288,0.191304818,0.175490045,0.659460329,1.048871813,0.896028273,-0.538347408,0.661950518,-0.377284828,0.23550567,-0.176873887,0.138388304,0.03441795,-0.179733327,-0.37867657,-0.87387348,0.561129279,0.186137676,-0.225572227,0.108755056,-0.277307097,0.503200976,-0.258417354,0.204814092,-0.199951511,1.168766212,0.065251376,1.106635999,0.333592009,1.462297227,0.231564621,1.062248382,0.390084108,-0.241303247,0.195252791,-0.09394632,0.158422219,0.005038689,0.186421551,0.156877956,0.031900161,0.470579502,1.044063975,0.27702957,1.017114777,0.515465156,1.070114867,0.22878216,0.982080819,0.802770699,-0.46471157,0.633064327,-0.402070499,0.775378622,-0.503819538,0.790132991,-0.53761358,0.457755029,-0.355712817,0.522250921,-0.405701682,0.577657624,-0.391050427,0.59869972,-0.396996964,0.057955203,-0.171800353,0.243349765,-0.136981482,0.221685122,-0.170547784,0.190121978,-0.206100483,0.057332655,0.053674607,0.108692801,-0.017848312,0.043325343,0.015186597,0.010828378,-0.017038571,-0.302063856,-0.343794439,-0.186332327,-0.355611599,-0.219763113,-0.341605607,-0.736228289,-0.274270568,-1.079812101,0.566797467,-1.036358305,0.491529494,-1.215651905,0.576653535,-1.083049346,0.322938852
43,2006/09,293.8463937,258.5515237,331.1477928,261.3851237,292.1903937,272.0203238,307.1978934,294.7627242,304.7552934,249.0276835,300.0563935,254.5476836,279.811794,263.9758437,280.950294,269.9190438,275.3819941,258.8974437,254.2058947,289.9934441,0.703038634,-0.423338857,1.824868729,-0.325916872,0.653234857,0.039731877,1.104581593,0.821638197,1.031121021,-0.750777944,0.889802801,-0.560994856,0.280951618,-0.236845343,0.315191715,-0.032512219,0.147726512,-0.411445783,-0.489139296,0.657665609,0.696688653,-0.231797113,-0.160309853,-0.3372659,0.795549152,-0.334014284,0.172005854,-0.153062436,1.679628462,-0.026186116,1.753462563,-0.154593353,1.501953485,-0.227685146,1.472631511,-0.190234617,0.516087704,0.195354008,0.15046572,0.067490816,0.229404708,0.132118283,0.244719369,-0.037332709,0.890923386,0.837415497,-0.401982685,0.892528506,0.983496158,1.023023357,0.129423624,0.793423778,0.924167408,-0.72953489,0.594902182,-0.230101717,0.883950857,-0.652343782,0.616753589,-0.511815732,0.899078755,-0.390253338,0.921863983,-0.442443688,0.856621034,-0.495962518,0.030563125,-0.175596014,0.225233641,-0.197636157,0.474190276,-0.155074137,0.363750398,-0.224737182,0.267815871,-0.231733852,0.31973631,0.046171849,-0.027022493,-0.008080809,0.250820332,-0.022858586,0.127306963,-0.057209325,0.064491948,-0.396668007,-0.059706222,-0.371097899,0.065488024,-0.377449306,-0.123890841,-0.243032271,-0.685117162,0.630286236,-0.436907584,0.484153258,-0.64185013,0.647581801,-0.111813425,0.707641822
44,2006/10,286.5185939,255.6148836,322.743593,252.0084836,303.6788935,266.0366438,316.1402931,286.556324,304.1549934,242.9556834,302.6438935,248.7443235,279.646194,262.2609637,286.7876939,266.9345638,278.0729941,257.4585636,265.9841944,290.7073641,0.482656918,-0.524303459,1.572114557,-0.648295076,0.998748565,-0.16599299,1.373521993,0.539494007,1.013067151,-0.95953934,0.967621204,-0.760520142,0.27597124,-0.295804622,0.490750032,-0.135121608,0.228657651,-0.460915908,-0.134909927,0.682210888,0.51129409,-0.569509791,0.348809265,-0.452299756,0.570187057,-0.484411054,0.366302842,-0.506969937,1.690772057,-0.559071721,1.449348245,-0.596130032,1.697122039,-0.484714707,1.528162723,-0.51954623,0.926097304,-0.049010695,0.691957294,-0.088827187,0.647320658,-0.100138259,0.293215798,-0.042975593,1.321912828,0.623643828,0.152520126,0.891263285,1.339281896,0.633917419,0.262960003,0.680566102,0.959154562,-0.814178147,0.341151934,-0.848566842,1.031432294,-0.921038677,0.966687383,-0.845530313,0.962080534,-0.810129441,0.852574477,-0.532008653,0.86197494,-0.802398943,-0.394076335,-0.570218314,0.277216334,-0.31202475,0.289231496,-0.267931813,0.22205865,-0.300447982,0.306849582,-0.168839737,0.293029034,-0.109488239,-0.239684624,0.048601073,0.400667449,-0.077642637,0.139384379,-0.104946097,0.272796249,-0.416456057,0.131540284,-0.358951781,0.191367072,-0.400792626,0.127493727,-0.216551205,-0.259232607,0.66707885,-0.424394385,0.587142214,-0.337362284,0.651997421,0.065986062,0.762818092
45,2006/11,266.4809944,256.2404836,296.5373936,247.2907235,306.3077934,259.5782437,315.9125931,278.3940839,297.7793936,238.0171234,297.0548936,243.9345635,279.749694,260.5313637,290.4929938,263.2913637,275.5475941,256.4723236,277.3277941,289.4046441,-0.119968793,-0.502794709,0.783969773,-0.810496355,1.077812062,-0.388039202,1.366673974,0.258868081,0.821322607,-1.129331942,0.799533454,-0.925884472,0.279083976,-0.355269989,0.602185984,-0.260378446,0.15270689,-0.49482382,0.206245951,0.63742208,0.239489973,-0.593498373,0.017800907,-0.587450619,0.365680295,-0.493976122,0.217514056,-0.549785002,1.809491813,-0.841102041,1.077625298,-0.566207565,0.883141546,-0.822642473,1.704592606,-0.508804507,0.9148292,-0.249206548,1.009829906,0.022613442,0.784343302,-0.345160877,0.917381643,-0.243234707,1.372774936,0.50911606,1.085220374,0.604197387,1.383171475,0.416438653,1.096177205,0.654451949,0.939046286,-1.055177364,0.482532408,-1.042246809,0.853446043,-1.081582517,0.840497061,-0.94233234,0.799533454,-0.975101553,1.060692014,-0.954073587,1.080302251,-0.833789066,1.067975816,-0.944280779,0.289729534,-0.276788357,0.189188157,-0.278015621,0.159554909,-0.325271609,0.199895969,-0.213628545,0.551946424,-0.200141294,0.560724339,-0.034878181,0.602185984,-0.175115231,0.508679392,-0.232682767,0.413803195,-0.441937599,0.299877053,-0.396921051,0.180410241,-0.49482382,0.074826232,-0.218195991,0.153951984,0.704377553,0.037971437,0.593417708,-0.120404577,0.658791655,0.172690656,0.586914474
46,2006/12,251.2250947,259.5819237,279.915294,245.5243235,303.2855935,253.6608036,311.1101933,271.0819238,290.9069938,234.3003233,290.1410938,240.3539234,284.8418939,257.8891236,290.6378938,259.6224037,275.0714942,255.5707236,287.1602939,286.357604,-0.578786096,-0.38791268,0.284064354,-0.871226943,0.986920168,-0.591486672,1.222243018,0.007468752,0.614636929,-1.257119221,0.591602682,-1.048990435,0.432230593,-0.446112827,0.606543815,-0.386520938,0.138388304,-0.525821724,0.501955882,0.532661816,-0.443319821,-0.405309463,-0.110319312,-0.495785387,-0.504640722,-0.424566121,-0.211047452,-0.939346419,0.415670837,-0.867886761,1.085531648,-0.556490671,0.335362245,-0.865153884,0.618994759,-0.545508556,0.836014721,-0.523114152,0.872807262,0.009872671,0.903312076,-0.548089606,0.719971919,-0.571141925,1.338099056,0.076005751,1.108005603,-0.030184213,1.219130282,0.06430246,1.071275316,0.127753272,0.628581987,-1.081860866,0.998126018,-1.126105629,0.590170823,-1.092944198,0.583385058,-1.061541423,0.587556125,-1.061680597,0.568817453,-1.042436592,0.572116954,-1.014804175,0.744313515,-1.038893975,0.32067013,-0.438888418,0.350863671,-0.49052207,0.087152667,-0.433194925,0.075262015,-0.435067452,0.606543815,-0.349968715,0.547401829,-0.243133489,0.558856698,-0.356687036,0.098047244,-0.330585536,0.195600394,-0.512840561,0.191055799,-0.518534053,0.177671034,-0.538081711,0.025831766,-0.362431138,0.530904327,0.574806313,0.391516004,0.744965829,0.181530826,0.577362059,0.748733601,0.520212045
47,2007/01,250.5005948,263.0484837,272.1941942,245.1342435,292.7285937,249.6201635,307.3841934,264.4395237,281.467794,232.2616033,285.7112939,237.5608034,288.1952938,254.6544036,287.3879939,256.5312036,276.9551941,254.3342436,296.6408936,281.621444,-0.600575249,-0.268728902,0.05185424,-0.884638281,0.669421084,-0.730407892,1.110184518,-0.220903563,0.330755396,-1.327212441,0.458377576,-1.145020677,0.533083243,-0.557325716,0.508803901,-0.492799467,0.195040101,-0.568333136,0.787082509,0.369827927,-0.855134808,-0.340884431,-0.438277188,-0.274447699,-0.574116992,-0.410420955,0.192425403,-0.416354839,0.228844415,-0.890382383,1.558356263,-1.105457229,-0.003988246,-0.911195261,0.83638825,-0.815582542,0.708392541,-0.704787175,0.66251081,-0.26321254,0.84192892,-0.71651577,0.519138185,-0.409244299,1.104581593,-0.144636067,1.068785128,-0.148305206,1.083539497,-0.236921256,1.06368024,-0.034802268,0.337914689,-1.273655654,0.596085022,-1.225096488,0.413305157,-1.307905175,0.379936626,-1.073042278,0.42718796,-1.198969683,0.399609118,-1.059074243,0.424635517,-1.125194671,0.587182596,-1.038261364,0.519387204,-0.456841898,0.505815674,-0.557249803,0.377197418,-0.518167139,0.031185672,-0.490382895,0.534452847,-0.412647743,0.440323707,-0.342946741,0.508181354,-0.427476128,0.319985329,-0.435548235,0.243100747,-0.582250562,0.203506743,-0.594270157,0.152644635,-0.552479922,0.131291265,-0.511625949,0.733792467,0.446917817,0.881771942,0.349963963,0.700921974,0.366753441,0.802832954,0.535356735
48,2007/02,256.7726946,265.4000038,272.7737942,244.6411235,284.9039939,246.9705635,304.8380934,258.2424037,267.6815943,232.6737633,278.3420941,236.0777633,287.7191938,251.5043236,281.384994,254.5108836,281.219394,252.3396836,302.4989935,275.8438439,-0.411943441,-0.187881306,0.069285562,-0.901592237,0.434098234,-0.821503774,1.03361121,-0.43396671,-0.083861055,-1.31304197,0.236750765,-1.196009067,0.518764657,-0.665628598,0.328265207,-0.562260077,0.323284829,-0.636908091,0.963263373,0.171188295,-0.650379027,-0.193056058,-0.396192996,-0.191082314,-0.425265951,-0.217677251,-0.332381906,-0.206113135,0.176674958,-0.910309607,-0.041714608,-1.065944391,0.003669085,-0.921177852,0.792436416,-0.979453912,0.397305694,-0.812394186,0.372652824,-0.577986769,0.457381501,-0.764265195,0.344575944,-0.520684928,1.046248918,-0.285315943,0.954360948,-0.298613412,1.062248382,-0.362962531,1.017860765,-0.371540726,0.113361905,-1.349024844,0.000992132,-1.314547583,0.082234544,-1.266772854,0.099603612,-1.217037033,0.416791422,-1.220225389,-0.234455228,-0.973254331,0.372279295,-1.185722823,-0.083113998,-1.086997661,0.525986204,-0.606669319,0.285558467,-0.632644298,0.567510104,-0.651534041,-0.137773644,-0.686061911,0.403780185,-0.567548699,0.397741477,-0.498568873,0.422767875,-0.554630797,0.213405244,-0.329219098,0.28269475,-0.621649531,0.156068645,-0.673106052,0.282134457,-0.576810113,0.099852631,-0.564777866,0.887374867,0.225833172,0.438082537,0.232690668,0.711318513,0.155701995,0.338724,0.211460266
49,2007/03,265.2182944,266.2500838,271.8008942,244.3209635,273.1463942,246.4112035,301.1741935,252.7003236,251.9495947,235.8864033,265.9013944,236.8064034,281.798994,249.4104035,275.1128942,253.6019236,285.7319939,249.5428835,304.7345934,269.6688038,-0.157944174,-0.158654711,0.040025843,-0.912599656,0.080491412,-0.840735127,0.923420351,-0.624508929,-0.556996944,-1.202588214,-0.137400116,-1.170957699,0.340716151,-0.737619649,0.139633398,-0.593511025,0.459000123,-0.733064855,1.030498473,-0.041115719,-0.206689622,-0.163361331,-1.148852588,-0.17654493,-0.429437018,-0.11718078,-0.20693864,-0.201937907,0.082670327,-0.922417768,0.061316958,-0.919571021,0.014190133,-0.947620962,-0.669491227,-0.977429559,0.095121272,-0.821086251,0.28375308,-0.786128207,0.157313739,-0.819023942,0.126808925,-0.792466962,1.045439607,-0.578606727,0.955792807,-0.603531572,1.057890551,-0.584439394,1.017611746,-0.622547837,-0.45016784,-1.350100281,-0.31793881,-1.217897383,-0.401546902,-1.232928203,-0.397936128,-1.076749374,-0.16659758,-1.160304542,-0.319744197,-0.954022978,0.214588084,-1.201727864,-0.320366744,-1.119842787,0.432666376,-0.678445283,0.277776627,-0.445935696,0.459186887,-0.720728955,0.345073982,-0.6163103,0.148909352,-0.659504931,0.334988717,-0.494773211,0.164659797,-0.586704138,0.072958591,-0.578923032,0.437958027,-0.733064855,0.475871153,-0.760431577,0.398675297,-0.815784977,0.291783939,-0.599938346,0.986359875,0.038466656,0.601874711,0.22117716,0.862161705,0.056546658,0.859235733,0.150679069
50,2007/04,276.3755941,265.1166437,274.8023942,243.4672034,264.2039944,247.4416035,303.9065934,246.6724835,239.902195,241.2371234,255.2408946,239.4302434,274.6367942,248.5860835,270.0827943,253.5835236,290.8034938,245.8444835,305.3348934,263.3833637,0.177608779,-0.197623505,0.13029519,-0.941952774,-0.188448988,-0.805308951,1.005596585,-0.831752061,-0.919319427,-1.018625141,-0.458011935,-1.080747471,0.125314812,-0.765960591,-0.011645577,-0.594143635,0.611524193,-0.860219524,1.048552343,-0.257215394,0.059822844,-0.187856002,-1.4667252,-0.2093521,0.091884026,-0.211515627,-0.452346756,-0.212920022,0.053597372,-0.887421766,-0.011894596,-0.999090135,0.025582747,-0.959362209,0.229031179,-1.026355639,-0.080125771,-0.804701645,0.315316224,-0.628937201,-0.142006965,-0.811065704,-0.086600262,-0.794377445,0.856496525,-0.739049349,1.076006675,-0.711783845,0.924478681,-0.728510061,1.140751587,-0.699144292,-0.700805352,-1.110771156,-0.919319427,-0.86845611,-0.919319427,-1.170413654,-0.796304096,-1.135088696,-0.44910951,-1.027127423,-0.187826441,-1.095196291,-0.364443088,-1.147981293,-0.37409257,-0.916344709,-0.035613645,-0.711366322,0.02944254,-0.573798888,-0.046944004,-0.765290024,0.182153374,-0.763354236,-0.063939543,-0.591486672,0.112677104,-0.538942061,-0.013699983,-0.588703187,-0.042025881,-0.589082753,0.605983523,-0.678495892,0.425009045,-0.872972947,0.463420209,-0.892077778,0.227599321,-0.769313425,0.917755171,-0.170623698,0.1785426,0.032051988,0.725886118,-0.163766202,0.997067688,-0.214463591
51,2007/05,285.4421939,262.3713637,278.3834941,241.9731234,260.9333945,249.0534435,309.0401933,239.7283234,231.8084952,248.0267235,252.9017947,242.4699234,265.7357944,249.3441635,267.8264943,253.9699236,293.9705937,241.5830434,303.1406935,257.4953636,0.450284462,-0.29200896,0.237995859,-0.993320729,-0.286811449,-0.749892289,1.159988296,-1.070499185,-1.162735391,-0.785191943,-0.528359771,-0.976240251,-0.142380493,-0.739897047,-0.079503224,-0.580858819,0.706773918,-1.006732067,0.982562337,-0.459650687,0.224735604,-0.227925538,0.023839615,-0.271284647,0.221249339,-0.28225411,0.237933605,-0.26395902,0.27597124,-0.887421766,0.315191715,-1.082088605,0.164161759,-0.916420622,0.236439491,-1.039779629,-0.263590438,-0.808206306,-0.06481111,-0.679027284,-0.285441845,-0.768111466,-0.03660972,-0.754409127,1.112114414,-0.941231598,1.105888942,-0.957097464,1.113484018,-1.059441157,1.189746053,-0.717768339,-0.993278037,-0.820225901,-0.788833529,-0.859903219,-1.101974782,-0.940029638,-0.357595068,-0.902591761,-0.997075575,-1.023926415,-0.4647977,-1.055645495,-0.711824438,-0.997432696,-0.710890617,-1.079735295,-0.12413986,-0.773741697,-0.162488769,-0.63736357,-0.118848208,-0.764606804,0.062686562,-0.721766436,-0.096810037,-0.594358723,-0.143625588,-0.946621438,-0.076826271,-0.581883648,-0.145306465,-0.58080821,0.695319049,-0.950138751,0.465101086,-0.951366015,0.557798367,-0.992080813,0.485022597,-1.009680031,0.799657963,-0.264376543,0.511356345,-0.074884456,0.871997951,-0.434536059,0.85207644,-0.189513441
