date,kospi,k10bond,k5bond,gold,commodity,,
2006-05-16,-0.0225,0.000201498,0.000190348,0.0116,0.0017,,
2006-05-17,0.014,0.000200344,0.000189964,-0.0014,-0.0114,,
2006-05-18,-0.0259,0.00019996,0.000189579,-0.0158,0.0035,,
2006-05-19,0.0052,0.000198422,0.000188042,-0.0337,-0.015,,
2006-05-22,-0.0246,0.000198422,0.000187273,0.0005,0.0106,,
2006-05-23,-0.0065,0.00019996,0.000187657,0.0244,0.0257,,
2006-05-24,0.0026,0.00019996,0.000188426,-0.0535,-0.03,,
2006-05-25,-0.0282,0.000199191,0.000188426,0.0179,0.0161,,
2006-05-26,0.0206,0.000200344,0.000189195,0.0039,0.0053,,
2006-05-29,0.0051,0.000199576,0.000188426,0,0,,
2006-05-30,-0.0087,0.000198038,0.00018881,0.0046,0.0028,,
2006-05-31,0,,,-0.0174,-0.0092,,
2006-06-01,-0.0172,0.000198807,0.000186888,-0.0232,-0.0069,,
2006-06-02,0.0108,0.000198422,0.000187273,0.0126,0.0231,,
2006-06-05,-0.0057,0.000198422,0.000187657,0.0121,-0.0013,,
2006-06-06,0,,,-0.0215,-0.0073,,
2006-06-07,-0.0267,0.000199191,0.000188426,-0.0032,-0.0125,,
2006-06-08,-0.0345,0.000199191,0.000189579,-0.0292,-0.007,,
2006-06-09,0.0102,0.000198807,0.000190348,-0.0015,0.0145,,
2006-06-12,0.0034,0.000199191,0.000191886,-0.0023,-0.0094,,
2006-06-13,-0.029,0.000199576,0.000191117,-0.073,-0.0237,,
2006-06-14,0.0148,0.000200729,0.000191117,-0.0004,0.0056,,
2006-06-15,-0.0019,0.000201882,0.000193424,0.0075,0.0139,,
2006-06-16,0.0351,0.000202267,0.000194962,0.0203,0.0014,,
2006-06-19,-0.0083,0.00020342,0.000195346,-0.0159,-0.0147,,
2006-06-20,-0.0206,0.000204189,0.000195731,0.0142,-0.0033,,
2006-06-21,0.0011,0.00020342,0.000195346,0.0184,0.0132,,
2006-06-22,0.0095,0.00020342,0.000195731,-0.009,0.0049,,
2006-06-23,-0.0082,0.000205727,0.000198038,0.0045,-0.0031,,
2006-06-26,0.0077,0.000204958,0.000198038,0,0.0099,,
2006-06-27,0.0077,0.000205727,0.000199576,-0.0055,0.0016,,
2006-06-28,-0.0071,0.000204574,0.000198422,-0.0057,0,,
2006-06-29,0.0196,0.000203036,0.000196884,0.0142,0.0179,,
2006-06-30,0.0254,0.00019996,0.000197653,0.046,0.0057,,
2006-07-03,-0.0004,0.000199191,0.000193424,0,0.0016,,
2006-07-04,-0.0067,0.000199576,0.000192271,0,0,,
2006-07-05,-0.0047,0.000199191,0.000191117,0.0225,0.0075,,
2006-07-06,-0.0124,0.000199191,0.000191117,0.0108,0.0037,,
2006-07-07,0.0079,0.000201882,0.000193809,-0.0021,-0.0126,,
2006-07-10,0.0199,0.000202651,0.000196115,-0.0137,-0.0056,,
2006-07-11,0.0009,0.000200729,0.000194193,0.0274,0.0138,,
2006-07-12,-0.0029,0.000200729,0.000194193,0.0128,0.0116,,
2006-07-13,-0.009,0.000201498,0.000195346,0.0054,0.0215,,
2006-07-14,-0.0233,0.000198807,0.000193424,0.021,0.0092,,
2006-07-17,0,,,-0.024,-0.0254,,
2006-07-18,-0.0173,0.000198038,0.000192271,-0.0343,-0.0166,,
2006-07-19,0.0002,0.000198422,0.000191886,0.0212,-0.004,,
2006-07-20,0.0321,0.000196115,0.000189964,-0.0154,-0.0048,,
2006-07-21,-0.0015,0.000196115,0.000190733,-0.0192,-0.0001,,
2006-07-24,-0.0063,0.000196884,0.000190733,-0.0111,0.0106,,
2006-07-25,0.013,0.000197269,0.000191502,0.008,-0.0107,,
2006-07-26,-0.0005,0.000196884,0.000192271,0.0065,0.0067,,
2006-07-27,0.0134,0.000195731,0.000190733,0.0174,0.0092,,
2006-07-28,0.0006,0.000195346,0.00018881,0.0038,-0.0103,,
2006-07-31,0.0006,0.000194193,0.000190733,-0.0009,0.0239,,
2006-08-01,-0.0081,0.000191117,0.000188426,0.0191,0.0003,,
2006-08-02,0.006,0.000191502,0.000186504,0.0082,0.0145,,
2006-08-03,-0.0024,0.000191502,0.000187273,-0.0103,-0.0138,,
2006-08-04,0.0096,0.000192271,0.000187657,-0.0014,-0.0033,,
2006-08-07,-0.0115,0.000192271,0.000186504,0.0059,0.0161,,
2006-08-08,0.0167,0.000190733,0.000185735,-0.0032,-0.0032,,
2006-08-09,0.0029,0.000190733,0.000185735,0.0074,0.0068,,
2006-08-10,-0.0081,0.000191117,0.000187273,-0.024,-0.0227,,
2006-08-11,-0.0094,0.000187273,0.000184581,-0.0022,0.0007,,
2006-08-14,0.0023,0.000187273,0.000186119,-0.0079,-0.0168,,
2006-08-15,0,,,-0.0095,-0.003,,
2006-08-16,0.0158,0.000190348,0.000186119,0.01,-0.0074,,
2006-08-17,0.0093,0.000187657,0.00018535,-0.0212,-0.0219,,
2006-08-18,0.0025,0.000187273,0.000184581,-0.0054,0.0073,,
2006-08-21,-0.0071,0.000188042,0.000184966,0.0222,0.0114,,
2006-08-22,0.0101,0.000188426,0.000184581,-0.0018,0.0038,,
2006-08-23,-0.0075,0.000187273,0.000184197,-0.0014,-0.0141,,
2006-08-24,-0.007,0.000188042,0.000183428,-0.0067,0.0075,,
2006-08-25,0.0104,0.000189195,0.000184966,0.004,0.0042,,
2006-08-28,-0.0011,0.00018881,0.000184197,-0.0108,-0.0264,,
2006-08-29,0.0126,0.000189579,0.000184966,-0.0075,-0.0076,,
2006-08-30,-0.0024,0.000190733,0.000184581,0.0115,-0.0013,,
2006-08-31,0.0085,0.000190733,0.000184581,0.0133,0.0035,,
2006-09-01,0.0029,0.00018881,0.00018535,-0.0024,-0.0147,,
2006-09-04,0.0018,0.000188042,0.000183428,0,0,,
2006-09-05,0.0016,0.000188042,0.000183043,0.0226,-0.0041,,
2006-09-06,-0.0031,0.000190733,0.000185735,-0.0078,-0.0085,,
2006-09-07,-0.0043,0.000188042,0.000184197,-0.026,-0.0067,,
2006-09-08,0.0028,0.000187657,0.000184197,-0.012,-0.0085,,
2006-09-11,-0.0154,0.000188426,0.000184966,-0.0322,-0.0107,,
2006-09-12,-0.0045,0.00018881,0.000184966,-0.0051,-0.0099,,
2006-09-13,0.0038,0.000188042,0.000184581,0.0036,0.0026,,
2006-09-14,0.0192,0.00018881,0.000184197,-0.0166,-0.0106,,
2006-09-15,0.0017,0.000188426,0.000183428,-0.005,-0.0049,,
2006-09-18,0.0097,0.000189964,0.000184581,0.017,0.0079,,
2006-09-19,-0.0003,0.000190348,0.000184581,-0.016,-0.0195,,
2006-09-20,-0.0055,0.000188426,0.000182659,0.0055,-0.0192,,
2006-09-21,0.0003,0.000187657,0.000182659,0.0038,0.0125,,
2006-09-22,-0.0135,0.000186119,0.000182659,0.0124,-0.0131,,
2006-09-25,0.0051,0.000186504,0.000181506,0.0008,0.0022,,
2006-09-26,-0.0083,0.000186504,0.000181121,0.0022,0.0006,,
2006-09-27,0.0119,0.000186119,0.000179583,0.0103,0.0162,,
2006-09-28,0.0084,0.00018535,0.000179583,0.0129,0.0015,,
2006-09-29,0,0.000181506,0.000178814,-0.0106,0.0033,,
2006-10-02,0.002,0.000183043,0.000176892,-0.0015,-0.0184,,
2006-10-03,0,,,-0.0358,-0.025,,
2006-10-04,-0.0162,0.00018189,0.000176507,-0.0248,0.0101,,
2006-10-05,0,,,0.016,0.0154,,
2006-10-06,0,,,0.0025,0.0062,,
2006-10-09,-0.0241,0.000182274,0.000177276,0.0105,0.0178,,
2006-10-10,0.0068,0.000181121,0.000177276,-0.0112,-0.0088,,
2006-10-11,-0.0022,0.000183043,0.000176892,0.0007,0.0008,,
2006-10-12,0.0047,0.000183428,0.000178045,0.007,0.0071,,
2006-10-13,0.0126,0.000184581,0.00017843,0.0217,0.0113,,
2006-10-16,0.006,0.000184581,0.000180352,0.01,0.0223,,
2006-10-17,-0.004,0.000183812,0.000180352,-0.0084,-0.0095,,
2006-10-18,0.0022,0.000183428,0.000178045,-0.0014,-0.0139,,
2006-10-19,-0.0001,0.000182274,0.000177276,0.0172,0.0133,,
2006-10-20,0.0075,0.000182274,0.000177661,-0.01,-0.0104,,
2006-10-23,0.0005,0.000182659,0.000177276,-0.0224,-0.0067,,
2006-10-24,0.0011,0.000187273,0.000178814,0.0081,0.0082,,
2006-10-25,0.0036,0.000186888,0.000182274,0.0055,0.0255,,
2006-10-26,0.0016,0.000185735,0.000182274,0.0157,-0.0128,,
2006-10-27,-0.0033,0.000185735,0.000181506,0.0023,0.0013,,
2006-10-30,-0.0095,0.000186504,0.000182659,0.0109,-0.0304,,
2006-10-31,0.0062,0.00018881,0.000180352,-0.001,0.0019,,
2006-11-01,0.0072,0.000187273,0.00018189,0.0207,0.0008,,
2006-11-02,0.0068,0.000184966,0.000181121,0.0143,-0.0031,,
2006-11-03,0.0001,0.000183428,0.000179199,0.0024,0.0136,,
2006-11-06,-0.0034,0.000189195,0.000184197,-0.0018,0.007,,
2006-11-07,0.006,0.000189579,0.000179968,-0.0002,-0.0018,,
2006-11-08,-0.0053,0.000190733,0.000185735,-0.0149,0.0137,,
2006-11-09,0.014,0.000186888,0.00018535,0.0302,0.0231,,
2006-11-10,-0.0027,0.000188042,0.000182274,-0.0104,-0.0185,,
2006-11-13,0.0007,0.000185735,0.00018189,-0.0067,-0.0054,,
2006-11-14,0.0076,0.000188426,0.00018189,-0.0006,-0.0015,,
2006-11-15,0.0037,0.000188426,0.000183043,-0.0021,0.0094,,
2006-11-16,-0.0013,0.000187657,0.000183428,-0.0031,-0.0241,,
2006-11-17,0.001,0.000187657,0.000183043,0.0015,0.0055,,
2006-11-20,-0.0071,0.000186504,0.000182274,-0.0005,0.0002,,
2006-11-21,0.0026,0.00018881,0.000183428,0.0113,0.0182,,
2006-11-22,0.0118,0.00018881,0.000182659,0.0008,-0.0145,,
2006-11-23,-0.0023,0.000190348,0.000184197,0,0,,
2006-11-24,0.0018,0.000190348,0.000185735,0,0.0077,,
2006-11-27,0.0024,0.000190348,0.000186119,0.0186,0.0111,,
2006-11-28,-0.0096,0.000190733,0.000186119,-0.005,0.0075,,
2006-11-29,0.0079,0.000191502,0.000187273,-0.0027,0.0189,,
2006-11-30,0.0068,0.000190733,0.000187273,0.0179,0.011,,
2006-12-01,0.0015,0.000190348,0.000186504,-0.0034,-0.0027,,
2006-12-04,-0.0055,0.000189195,0.000185735,0.0008,-0.0201,,
2006-12-05,-0.0041,0.000187657,0.000186119,-0.0045,0.0001,,
2006-12-06,-0.0048,0.000186504,0.000184581,-0.0184,-0.0087,,
2006-12-07,-0.0024,0.000186504,0.000182274,0.0022,0.0006,,
2006-12-08,-0.0141,0.000186888,0.000182659,-0.0092,-0.003,,
2006-12-11,0.0002,0.000189195,0.000186119,0.0062,-0.006,,
2006-12-12,-0.0099,0.000188042,0.000186119,-0.0048,-0.0021,,
2006-12-13,0.0046,0.000187657,0.000186119,0.0014,0.0053,,
2006-12-14,0.0254,0.000190348,0.000188426,-0.0021,0.0127,,
2006-12-15,0.0025,0.000190348,0.000188042,-0.0185,0.0012,,
2006-12-18,0.008,0.000190733,0.000188042,-0.0016,-0.0176,,
2006-12-19,-0.0038,0.000190733,0.000186119,0.0124,0.0064,,
2006-12-20,0.0102,0.000191886,0.00018881,-0.0016,-0.0007,,
2006-12-21,-0.004,0.000191502,0.000189195,-0.0039,-0.0101,,
2006-12-22,0.0007,0.000191502,0.000188426,0.0015,-0.0018,,
2006-12-26,-0.0025,0.000191502,0.000188426,0.0074,-0.019,,
2006-12-27,-0.0062,0.000194193,0.000196115,0.0056,-0.0065,,
2006-12-28,0.0066,0.000194193,0.00019304,0.011,0.003,,
2006-12-29,0,,0.000191886,0.0017,0.003,,
2007-01-02,0.0006,0.000194193,0.000192271,0,-0.0035,,
2007-01-03,-0.0181,0.00019304,0.000191117,-0.0128,-0.0345,,
2007-01-04,-0.0086,0.00019304,0.000191117,-0.0051,-0.0287,,
2007-01-05,-0.0083,0.000192271,0.000189579,-0.0305,0.0027,,
2007-01-08,-0.0108,0.000191886,0.000189579,0.0043,0.0012,,
2007-01-09,0.0026,0.000190733,0.000189195,0.0092,-0.0019,,
2007-01-10,-0.0135,0.000191117,0.000189579,-0.0024,-0.0066,,
2007-01-11,0.007,0.000191117,0.000190348,0.0013,-0.0197,,
2007-01-12,0.0169,0.000193809,0.000189579,0.0214,0.0177,,
2007-01-15,0.0019,0.000193809,0.000192655,0,0,,
2007-01-16,-0.0009,0.000193424,0.000192271,-0.0014,-0.019,,
2007-01-17,-0.0074,0.000194193,0.000192271,0.012,0.0081,,
2007-01-18,0.0027,0.000194578,0.00019304,-0.0079,-0.0133,,
2007-01-19,-0.0164,0.000194578,0.000192655,0.0134,0.0253,,
2007-01-22,0.0021,0.000194578,0.00019304,-0.0035,-0.0002,,
2007-01-23,-0.0002,0.000194578,0.000192655,0.0188,0.0304,,
2007-01-24,0.0147,0.000195731,0.000191502,0.0037,-0.0007,,
2007-01-25,-0.0005,0.000195346,0.000194193,0.0003,-0.0137,,
2007-01-26,-0.008,0.000194962,0.000194962,-0.0051,0.0136,,
2007-01-29,-0.006,0.000195346,0.000194193,-0.0022,-0.022,,
2007-01-30,0.0056,0.000194578,0.000193424,0.0017,0.0382,,
2007-01-31,-0.0077,0.000193809,0.000192271,0.0121,0.0156,,
2007-02-01,0.0167,0.00019304,0.000191886,0.0083,-0.011,,
2007-02-02,0.0219,0.000197269,0.000194193,-0.017,0.0123,,
2007-02-05,0.0034,0.000198807,0.000194193,0.0073,-0.0002,,
2007-02-06,0.0075,0.000195731,0.000192655,0.0041,0.0003,,
2007-02-07,-0.0016,0.000195346,0.000192655,-0.002,-0.0096,,
2007-02-08,-0.0019,0.000192271,0.000189195,0.0087,0.0236,,
2007-02-09,0.0029,0.000192271,0.000190733,0.0144,0.0069,,
2007-02-12,-0.0094,0.000192271,0.000190733,-0.0073,-0.027,,
2007-02-13,0.0029,0.000192271,0.000190348,0.002,0.0224,,
2007-02-14,0.0125,0.000192655,0.000191117,0.0053,-0.0146,,
2007-02-15,0.0052,0.000189964,0.000188042,-0.0001,0.0027,,
2007-02-16,0.0036,0.000190348,0.000188042,0.0022,0.017,,
2007-02-20,0.0029,0.000191502,0.000188042,-0.0175,-0.0115,,
2007-02-21,-0.0011,0.000190733,0.000188426,0.0352,0.0184,,
2007-02-22,0.0097,0.000190348,0.000188042,-0.0012,0.0169,,
2007-02-23,0.0031,0.000190348,0.000188042,0.0054,0.0071,,
2007-02-26,0.0001,0.00018881,0.000186119,0.005,0.0021,,
2007-02-27,-0.0105,0.000190348,0.000187273,-0.0038,-0.0037,,
2007-02-28,-0.0256,0.000189195,0.000188042,-0.0212,-0.0018,,
2007-03-01,0,,,-0.0106,0,,
2007-03-02,-0.002,0.000191886,0.000187657,-0.0314,-0.0065,,
2007-03-05,-0.0271,0.000189964,0.00018535,-0.0075,-0.0184,,
2007-03-06,0.0195,0.000190733,0.000186119,0.0112,0.0095,,
2007-03-07,0.0057,0.000189579,0.000186504,0.0106,0.0162,,
2007-03-08,0.0092,0.000189195,0.000185735,0.0043,0.0026,,
2007-03-09,-0.0002,0.000189195,0.000186504,-0.0052,-0.0148,,
2007-03-12,0.0125,0.000190733,0.000186119,-0.0025,-0.0069,,
2007-03-13,-0.0037,0.000191117,0.000187273,-0.0012,-0.0019,,
2007-03-14,-0.02,0.000190348,0.000186119,-0.0103,0.0024,,
2007-03-15,0.0139,0.000190348,0.000186504,0.0075,-0.0035,,
2007-03-16,0.0007,0.000189964,0.00018535,0.0107,-0.0017,,
2007-03-19,0.0109,0.000189579,0.000184197,0.0008,-0.0005,,
2007-03-20,0.0005,0.000189964,0.000184581,0.0073,-0.0032,,
2007-03-21,-0.0009,0.000189579,0.000184581,0.0017,0.0048,,
2007-03-22,0.0039,0.000189579,0.000184197,0.0067,0.0234,,
2007-03-23,-0.0008,0.000189964,0.000184966,-0.0101,0.0015,,
2007-03-26,0.0017,0.000189964,0.000184581,0.0102,0.0088,,
2007-03-27,0.0024,0.000189579,0.000184581,-0.002,0.0016,,
2007-03-28,-0.0093,0.000189195,0.000184581,0.0066,0.0127,,
2007-03-29,0.0078,0.000189579,0.000184581,-0.0075,0.018,,
2007-03-30,0.0011,0.000189579,0.000184581,0.0023,-0.0001,,
2007-04-02,0.0048,0.000189964,0.00018535,0.0041,-0.002,,
2007-04-03,0.0029,0.000190348,0.000186888,-0.0026,-0.0104,,
2007-04-04,0.0134,0.000191502,0.000186888,0.0122,0.0078,,
2007-04-05,-0.0009,0.000191502,0.000187657,0.0031,0.0018,,
2007-04-06,0.0014,0.000191502,0.000187657,0,0,,
2007-04-09,0.0114,0.000194578,0.000191117,-0.0034,-0.016,,
2007-04-10,-0.0013,0.000194578,0.000190733,0.0068,0.016,,
2007-04-11,0.0095,0.000195346,0.000191117,0.0004,0.0049,,
2007-04-12,0.0081,0.000195731,0.000190733,-0.0025,0.0144,,
2007-04-13,-0.0032,0.000196884,0.000192655,0.0153,0.0045,,
2007-04-16,0.0074,0.0001965,0.000192655,0.0069,-0.0125,,
2007-04-17,-0.0022,0.000196115,0.000191886,-0.0028,-0.0098,,
2007-04-18,0.0039,0.000195346,0.000190733,0.0013,-0.0013,,
2007-04-19,-0.0136,0.000194962,0.000190348,-0.007,-0.0061,,
2007-04-20,0.0128,0.000198038,0.000190348,0.0113,0.0072,,
2007-04-23,0.0074,0.000197653,0.000191886,-0.002,0.0174,,
2007-04-24,0.008,0.0001965,0.000192271,-0.0093,-0.0127,,
2007-04-25,-0.0072,0.0001965,0.000192655,-0.0001,0.0153,,
2007-04-26,0.0049,0.000197653,0.00019304,-0.0134,-0.0112,,
2007-04-27,-0.0068,0.000197269,0.000193424,0.0056,0.0139,,
2007-04-30,-0.0002,0.000198038,0.000193809,0.0027,-0.0067,,
2007-05-01,0,,,-0.009,-0.0074,,
2007-05-02,0.0072,0.000197653,0.000194193,-0.0031,-0.0081,,
2007-05-03,0.0042,0.0001965,0.000192655,0.0141,0.0017,,
2007-05-04,0.0051,0.000195731,0.000192655,0.0079,-0.0048,,
2007-05-07,0.0107,0.000196884,0.000192655,0.0012,-0.0178,,
2007-05-08,-0.0011,0.000198038,0.000194193,-0.0042,0.0012,,
2007-05-09,0.0068,0.000199191,0.000194962,-0.007,-0.0069,,
2007-05-10,0.0039,0.000199191,0.000195731,-0.0223,0.022,,
2007-05-11,0.0024,0.000199191,0.0001965,0.0083,0.0157,,
2007-05-14,0.0014,0.000198807,0.0001965,-0.0031,-0.0052,,
2007-05-15,-0.0102,0.000199576,0.0001965,0.0067,0.0087,,
2007-05-16,0.0071,0.000199576,0.0001965,-0.019,-0.0057,,
2007-05-17,0.0094,0.000200729,0.000197269,-0.0061,0.016,,
2007-05-18,-0.0021,0.000201882,0.000199576,0.0073,-0.0025,,
2007-05-21,0.0099,0.000202267,0.00019996,0.0029,0.0111,,
2007-05-22,0.009,0.000202267,0.000199191,-0.0057,-0.0166,,
2007-05-23,0.0023,0.000203805,0.000199576,0.0042,0.0024,,
2007-05-24,0,,,-0.0134,-0.0092,,
2007-05-25,-0.0012,0.000203805,0.00019996,0.0032,0.009,,
2007-05-28,0.0081,0.000203805,0.000199191,0,0,,
2007-05-29,0.0023,0.000203805,0.000199576,0.0031,-0.0216,,
2007-05-30,0.0006,0.000203805,0.000199191,-0.0061,0.0048,,
2007-05-31,0.023,0.000204574,0.000201113,0.0121,0.0065,,
2007-06-01,0.009,0.000204574,0.00019996,0.0154,0.0109,,
2007-06-04,0.0124,0.000204189,0.00019996,-0.0007,0.0157,,
2007-06-05,0.0026,0.00020342,0.000199191,-0.0016,-0.0059,,
2007-06-06,0,,,-0.0004,-0.0009,,
2007-06-07,0.0062,0.000204574,0.000201882,-0.0137,0.0052,,
2007-06-08,-0.0147,0.000209187,0.000204958,-0.0221,-0.0235,,
2007-06-11,-0.0062,0.000209571,0.000205727,0.0136,0.0172,,
2007-06-12,0.0078,0.000212647,0.000207265,-0.0089,-0.004,,
2007-06-13,-0.0046,0.000211878,0.000207265,-0.0005,0.0132,,
2007-06-14,0.0274,0.000211109,0.000206111,0.0052,0.0183,,
2007-06-15,0.0017,0.000211109,0.000205342,0.0045,0.0063,,
2007-06-18,0.0195,0.000211109,0.00020688,0.002,0.0049,,
2007-06-19,0.0005,0.000211494,0.000205727,0.0075,-0.0094,,
2007-06-20,-0.0133,0.000212263,0.000206111,-0.007,-0.0056,,
2007-06-21,0.0059,0.000217645,0.000205727,-0.0084,-0.0029,,
2007-06-22,-0.013,0.000216107,0.000209571,0.0045,-0.0008,,
2007-06-25,-0.0075,0.000214569,0.000208034,-0.0034,-0.0018,,
2007-06-26,-0.0047,0.000214185,0.000207265,-0.0141,-0.0139,,
2007-06-27,-0.0094,0.000213032,0.00020688,-0.0006,0.0086,,
2007-06-28,0.0108,0.000210725,0.000205727,0.009,0.0005,,
2007-06-29,-0.0047,0.000212263,0.000205342,0.0009,0.0075,,
2007-07-02,0.0159,0.000212647,0.000206496,0.013,0.0059,,
2007-07-03,0.0193,0.000213032,0.000208034,-0.0055,0.0021,,
2007-07-04,0.0182,0.000212647,0.000209571,0,0,,
2007-07-05,0.0051,0.000214954,0.000209571,-0.0069,0.008,,
2007-07-06,0.0072,0.000214185,0.00021034,0.0066,0.0074,,
2007-07-09,0.0121,0.000213416,0.00021034,0.012,-0.0015,,
2007-07-10,0.0058,0.000213416,0.000209956,0.003,0.0095,,
2007-07-11,-0.0024,0.000211109,0.000207265,-0.0033,-0.0018,,
2007-07-12,0.0105,0.000213416,0.000208034,0.0097,0.0019,,
2007-07-13,0.0278,0.000214954,0.000211878,-0.0013,0.0097,,
2007-07-16,-0.0068,0.000214569,0.000211109,-0.0012,-0.0107,,
2007-07-17,0,,,-0.0005,-0.0055,,
2007-07-18,-0.0096,0.000214185,0.000210725,0.0119,0.0169,,
2007-07-19,0.0037,0.000213416,0.00021034,0.0068,0.0095,,
2007-07-20,0.0236,0.0002138,0.00021034,0.0099,-0.0031,,
2007-07-23,0.0048,0.000213032,0.000209956,-0.0045,-0.0148,,
2007-07-24,-0.0004,0.000212647,0.000209571,0.005,-0.0115,,
2007-07-25,0.006,0.000211878,0.000208034,-0.0159,0.0122,,
2007-07-26,-0.0203,0.000209571,0.000208034,-0.016,-0.0065,,
2007-07-27,-0.0409,0.000207265,0.000206496,-0.0038,0.0142,,
2007-07-30,0.0125,0.000207265,0.000204574,0.0062,0.0007,,
2007-07-31,0.0139,0.00020688,0.000203036,0.0042,0.0117,,
2007-08-01,-0.0397,0.000204189,0.000200729,-0.0049,-0.0136,,
2007-08-02,-0.0018,0.000204189,0.000201498,0.0015,-0.0002,,
2007-08-03,0.0128,0.000204189,0.000201882,0.0119,-0.0111,,
2007-08-06,-0.0116,0.000204189,0.000201882,-0.0015,-0.028,,
2007-08-07,0.0026,0.00020688,0.00020342,-0.0013,0.0045,,
2007-08-08,0.0234,0.00020688,0.000204574,0.0058,-0.001,,
2007-08-09,0.0028,0.000210725,0.00020688,-0.0194,-0.0027,,
2007-08-10,-0.042,0.000205342,0.000203036,0.0135,0.0007,,
2007-08-13,0.0114,0.000206111,0.000204958,-0.0009,0.0034,,
2007-08-14,-0.017,0.000207649,0.000204958,-0.0016,0.0033,,
2007-08-15,0,,,0.0004,0.0078,,
2007-08-16,-0.0693,0.000205342,0.000202267,-0.0308,-0.0302,,
2007-08-17,-0.0319,0.000205727,0.000203036,0.0133,0.0148,,
2007-08-20,0.0569,0.00020688,0.000203805,-0.0003,-0.0169,,
2007-08-21,0.0028,0.00020688,0.00020342,0,-0.0115,,
2007-08-22,0.0134,0.000207649,0.000203805,0.0037,0.0004,,
2007-08-23,0.0229,0.000209187,0.000205727,-0.0003,0.0095,,
2007-08-24,-0.0047,0.00021034,0.000203805,0.0138,0.011,,
2007-08-27,0.0065,0.000210725,0.000205727,-0.0018,0.0026,,
2007-08-28,0.0146,0.000211494,0.000208034,-0.0036,-0.0018,,
2007-08-29,-0.0017,0.000211109,0.000208803,0.0029,0.0139,,
2007-08-30,0.0085,0.000212263,0.000208803,-0.002,0.0013,,
2007-08-31,0.0171,0.000213416,0.000208803,0.012,0.0046,,
2007-09-03,0.0046,0.000214185,0.000208803,0,0,,
2007-09-04,-0.0038,0.0002138,0.000211109,0.0141,0.012,,
2007-09-05,-0.0049,0.000213416,0.000211109,-0.0012,0.0051,,
2007-09-06,0.0124,0.000212647,0.00021034,0.0204,0.0047,,
2007-09-07,-0.0021,0.000212263,0.000208803,0.0075,0.0025,,
2007-09-10,-0.026,0.000208418,0.000206111,0.0036,0.0113,,
2007-09-11,0.0063,0.00021034,0.00020688,0.0127,0.0118,,
2007-09-12,-0.0183,0.000209956,0.000206111,-0.0004,0.0165,,
2007-09-13,0.019,0.00021034,0.000206111,-0.0034,-0.0014,,
2007-09-14,0.0119,0.000211878,0.00020688,0.0001,-0.0015,,
2007-09-17,0.0009,0.000211494,0.00020688,0.0087,0.013,,
2007-09-18,-0.0177,0.000211494,0.000208034,0,0.0059,,
2007-09-19,0.0348,0.000211878,0.000208418,0.0087,0.0056,,
2007-09-20,0.0033,0.000212647,0.000209956,0.0144,0.0081,,
2007-09-21,0.0054,0.000214569,0.000211494,-0.0014,0.0018,,
2007-09-24,0,,,0.001,-0.001,,
2007-09-25,0,,,-0.0007,-0.0121,,
2007-09-26,0,,,-0.0045,0.0041,,
2007-09-27,0.0136,0.000215338,0.000209956,0.006,0.022,,
2007-09-28,0.0006,0.000215338,0.000213032,0.0138,-0.0097,,
2007-10-01,0.0083,0.000215338,0.000213416,0.0059,-0.0099,,
2007-10-02,0.0262,0.000215723,0.000212263,-0.0233,-0.0052,,
2007-10-03,0,,,-0.0007,-0.0001,,
2007-10-04,-0.0052,0.000214569,0.000212263,0.0117,0.0104,,
2007-10-05,-0.0038,0.000213416,0.000212647,0.0047,-0.0035,,
2007-10-08,0.0084,0.000213416,0.000211109,-0.0115,-0.024,,
2007-10-09,0.0007,0.000214569,0.000212263,0.0063,0.0112,,
2007-10-10,0.0134,0.000214569,0.000211878,0.0041,0.0127,,
2007-10-11,0.0087,0.000214569,0.000211109,0.0147,0.0157,,
2007-10-12,-0.0157,0.000215723,0.000212647,-0.0035,0.0016,,
2007-10-15,0.0044,0.000216876,0.000214185,0.0112,0.02,,
2007-10-16,-0.0146,0.000216107,0.000213416,-0.0001,0.0079,,
2007-10-17,-0.0109,0.000213416,0.000211878,0.0007,-0.003,,
2007-10-18,0.0107,0.0002138,0.000212647,0.0087,0.014,,
2007-10-19,-0.0175,0.0002138,0.000210725,-0.0001,-0.0078,,
2007-10-22,-0.0336,0.00021034,0.000207265,-0.0107,-0.0093,,
2007-10-23,0.0232,0.000210725,0.000208418,0.0042,-0.007,,
2007-10-24,-0.0075,0.000209956,0.000208034,0.0034,0.0102,,
2007-10-25,0.0224,0.000211109,0.000207265,0.0075,0.0262,,
2007-10-26,0.026,0.000211109,0.000207265,0.0216,0.0113,,
2007-10-29,0.0172,0.000211878,0.000208803,0.0066,0.0155,,
2007-10-30,-0.0051,0.000212263,0.000209956,-0.0061,-0.0218,,
2007-10-31,0.0061,0.000214185,0.000211109,0.0098,0.0302,,
2007-11-01,-0.0008,0.000215338,0.000211494,-0.0016,-0.0081,,
2007-11-02,-0.0212,0.0002138,0.00021034,0.019,0.0172,,
2007-11-05,-0.0018,0.000213032,0.00020688,0.003,-0.0147,,
2007-11-06,0.0191,0.000212263,0.000208803,0.0157,0.0213,,
2007-11-07,-0.0054,0.000211494,0.000208418,0.0124,-0.0037,,
2007-11-08,-0.0311,0.000208418,0.000209571,0.0051,-0.0037,,
2007-11-09,0.0055,0.000208034,0.000206111,-0.0032,0.0055,,
