,date,icon01_x,icon01_y,icon02_x,icon02_y,icon03_x,icon03_y,icon04_x,icon04_y,icon05_x,icon05_y,icon06_x,icon06_y,icon07_x,icon07_y,icon08_x,icon08_y,icon11_x,icon11_y,icon15_x,icon15_y,icon01_nx,icon01_ny,icon02_nx,icon02_ny,icon03_nx,icon03_ny,icon04_nx,icon04_ny,icon05_nx,icon05_ny,icon06_nx,icon06_ny,icon07_nx,icon07_ny,icon08_nx,icon08_ny,icon11_nx,icon11_ny,icon15_nx,icon15_ny
186,2018/08,254.51639465840657,252.14464356791177,215.64179561360677,269.75344381128946,252.96389469655355,262.29040370814005,260.76779450480143,248.05984351145426,233.85779516601562,276.1345638994853,298.1519935862223,239.90496339874267,264.59729441070556,265.8784037577311,267.45389434051515,279.196323941803,249.9209947713216,287.71552405955,219.49199551900227,283.66016400349935,-0.4798010880098312,-0.6436137601694664,-1.6489447715992742,-0.03820571136051122,-0.5264921296867255,-0.29479244552656353,-0.2917918268575351,-0.7840532448461515,-1.10110321592371,0.1811835376749601,0.832528456722089,-1.0644261259664536,-0.17662059072119496,-0.1714334387159611,-0.0907090740357081,0.2864498901533403,-0.6180065713734396,0.5793484550421039,-1.5331509882405756,0.4399211468315562
187,2018/09,240.46109500376383,257.3960036404927,220.46489549509684,278.5633639330546,258.55289455922446,264.32544373626706,260.1260945205688,249.81520353571574,238.24619505818686,281.7796839775085,276.4169941202799,238.76416338297525,269.25479429626466,266.014563759613,275.0093941548665,278.3057639294942,247.20929483795166,291.7672041155497,226.03319535827637,291.4764841115316,-0.9025106519913177,-0.46306678302205245,-1.5038912687897215,0.26468809613136657,-0.35840437964990446,-0.22482574730475605,-0.3110907907506525,-0.7237022230526569,-0.9691232047836872,0.3752683750569729,0.17885387324556287,-1.1036479640293115,-0.03654746569051018,-0.16675212256007296,0.1365206621251788,0.2558315520526576,-0.6995602575024154,0.7186492411943828,-1.336426065975259,0.7086539985912685
188,2018/10,232.9262951889038,263.98688373158774,234.0233951619466,284.955524021403,267.51599433898923,264.7670437423706,259.2980945409139,251.71776356201173,241.28909498341878,286.88384404805504,252.34289471181233,241.90320342636107,273.06359420267745,265.46624375203453,280.3913940226237,276.4584039039612,248.2028948135376,295.64224416910804,235.927795115153,297.5337641952515,-1.129117840929847,-0.23646577666534485,-1.0961228381448411,0.4844569113416403,-0.0888414323686335,-0.20964310031268055,-0.33599267964499546,-0.6582903189284706,-0.877608763096974,0.5507544698736981,-0.5451685463574836,-0.9957246483273182,0.07800122322347229,-0.18560390924189613,0.29838293993841325,0.19231747880248162,-0.6696779908292028,0.8518769685498326,-1.03884849368785,0.9169093064992183
189,2018/11,228.4343952992757,271.3763238337199,253.31579468790687,287.9252840624491,274.05719417826333,264.0457637324015,258.9047945505778,253.69024358927408,242.6138949508667,291.7524841153463,228.97259528605144,249.20064352722167,267.2468943456014,265.95568375879924,283.9103939361572,273.98544386978153,252.88109469858807,298.6856042111715,247.99589481862387,301.4456042493184,-1.264210588181662,0.017590516335361205,-0.5159088269066304,0.5865602123633382,0.10788348989668317,-0.2344414237330698,-0.3478210768698093,-0.590474495697207,-0.8377657408660238,0.7181431529613155,-1.248024360400338,-0.7448314067832935,-0.09693454625929471,-0.168776475492348,0.4042159677393752,0.10729465564686742,-0.5289823185761595,0.9565107107368788,-0.6759034630527885,1.0514022544373403
190,2018/12,231.41519522603352,278.23584392852786,272.9186942062378,287.40272405522666,277.803894086202,262.6620837132772,263.25179444376624,254.88624360580445,246.65039485168458,295.9035241727193,214.31699564615886,259.09984366404217,254.9096946487427,268.6384037958781,285.00749390920004,271.31744383290606,259.50509453582765,300.5550442370097,261.906294476827,302.8844842692057,-1.1745637881620243,0.2534276329455802,0.07364339266696031,0.5685940800893848,0.2205645371435893,-0.28201371764156746,-0.21708616017450444,-0.5493548267603389,-0.7163690325060971,0.8608600346868103,-1.6887877938302243,-0.4044870700442982,-0.46797269078501735,-0.07654189501549752,0.43721097052438107,0.015566163403084211,-0.32976720742140886,1.0207839163366597,-0.2575517296278122,1.100872379219848
191,2019/01,241.22699498494467,283.3510439992269,285.93899388631183,284.5728040161133,278.7560940628052,261.1054436917623,268.38539431762695,255.17696360982256,252.81899470011393,298.9579242149353,211.77089570871988,269.45168380711874,247.60259482828775,272.6238438509623,285.9803938852946,268.4764837936401,267.5987943369547,300.97824424285886,272.52539421590166,302.43184426294965,-0.8794764047640494,0.42929329393710397,0.46522559553051734,0.47129861728184375,0.24920170937208494,-0.3355325482886292,-0.06269444902957183,-0.5393595841572246,-0.5308499602432358,0.9658733430486569,-1.7653611021803322,-0.04858052013842789,-0.6877318602776024,0.06048149408797073,0.46647068997523433,-0.08210886557925924,-0.08635124347919955,1.035333953037395,0.06181499544214645,1.085310166052974
192,2019/02,254.61989465586345,286.0852840370178,285.83549388885496,281.7539239771525,275.0300941543579,260.20752367935177,271.7594942347209,254.86416360549924,259.7120945307414,300.7832042401632,219.61619551595052,278.4051239308675,248.57549480438232,276.43264390360514,286.5185938720703,265.53984375305174,277.43129409535726,299.6571242245992,276.74819411214196,301.23216424636837,-0.4766883518980379,0.5232991832296958,0.46211285941872404,0.3743827206491032,0.13714320934753813,-0.3664039305058475,0.0387807482148798,-0.5501139591099437,-0.32354173519782226,1.02862828394923,-1.5294157049064239,0.2592476476258736,-0.6584721408267482,0.19143182439460993,0.48265691775655845,-0.18307346807655184,0.2093586871411348,0.9899125341194414,0.1888146288033021,1.044063975057837
193,2019/03,271.8836942316691,285.7467240323384,287.11889385732013,278.7105639350891,277.0172941055298,258.9600036621094,281.11589400482177,252.88800357818604,269.35829429372154,300.8972842417399,238.53599505106607,283.99872400817867,260.2502945175171,278.16592392756144,285.5870938949585,262.7688037147522,284.55209392038984,297.0737641888936,274.11929417673747,300.49984423624676,0.04251603154903073,0.5116591538691051,0.5007107872049572,0.26974897846205903,0.19690774269396333,-0.4092949082584551,0.32017209272096464,-0.6180563043994741,-0.033434729578716876,1.0325504677555153,-0.9604075436706675,0.45156117619214503,-0.30735550741649986,0.25102371383850075,0.4546422927504222,-0.2783445779518159,0.4235149316324926,0.9010940492158067,0.1097511315637595,1.0188860854626494
194,2019/04,285.2765939025879,283.0345639948527,285.173093905131,276.0168038978577,269.83439428202314,258.98944366251624,285.9803938852946,250.0470435389201,274.30559417215983,300.13184423116047,253.9574946721395,286.8507240475973,271.61459423828126,277.87520392354327,284.8211939137777,260.1376036783854,287.222393854777,294.00832414652507,267.35039434305827,300.974564242808,0.44530408441504227,0.41841239692611804,0.44219134830324897,0.17713483181040807,-0.01911614346446907,-0.40828273179231855,0.46647068997523433,-0.7157313333818176,0.11535405656498675,1.0062338796359203,-0.49660986301351295,0.5496157713492928,0.03442291765836952,0.24102847123538457,0.4316080455231538,-0.368807849612925,0.5038235233167505,0.7957011746791597,-0.0938218101475014,1.0352074309791284
195,2019/05,292.0661937357585,279.11168394063316,280.3085940246582,274.1841638725281,263.6036944351196,260.12656367823286,286.2701938781738,247.15456349894205,275.54759414164226,299.1456042175293,262.34099446614584,288.2123240664164,273.97439418029785,277.16864391377766,285.8975938873291,257.30768363927206,284.3243939259847,291.46176411132814,260.1674945195516,302.72256426696777,0.6494995733486625,0.28353988281319364,0.2958927510489793,0.11412684679329933,-0.20650285739440755,-0.36918741578772546,0.47518635108825485,-0.8151776711799035,0.1527068899065029,0.9723259680202884,-0.24447823795828136,0.5964289329081857,0.10539330100724922,0.2167362360480665,0.46398050108580036,-0.466103312420466,0.41666691218654667,0.7081479103581992,-0.3098456963059338,1.0953054086560883
196,2019/06,295.48169365183514,274.58160387802127,272.9186942062378,273.66528386535646,261.38879448954265,261.6574436993917,286.78769386545815,244.17008345769247,279.2735940500895,297.4969641947429,274.03649417877193,287.49472405649817,271.0763942515056,276.9772839111328,287.9468938369751,254.11712359517412,278.3420940729777,289.9787240908305,258.6770945561727,304.7355242947896,0.7522198650378311,0.1277912290861671,0.07364339266696031,0.09628723657761273,-0.273115410186777,-0.31655423954853534,0.49075003164721964,-0.9177870604346706,0.2647653899310497,0.9156440859165462,0.10726094267432383,0.5717571315460651,0.018236689877047102,0.21015708901816824,0.5256126760993018,-0.5757979369382027,0.23675076492491345,0.6571595208764838,-0.35466909631575355,1.164512974528293
197,2019/07,294.1154936854045,270.2944038187663,267.557394337972,274.1032038714091,264.2660944188436,262.6804837135315,291.4037937520345,240.3649634051005,283.49639394632976,295.0976041615804,288.69209381866455,284.17168401056927,266.4602943649292,277.6065639198303,290.82419376627604,250.41504354400638,270.76589425913494,289.84256408894856,262.5065944620768,306.06400431315103,0.711131748362164,-0.019606968795219764,-0.08759633792391482,0.11134336151141945,-0.1865813462789325,-0.28138110735023136,0.6295780622331875,-1.048610868683043,0.3917650232922037,0.8331517039262762,0.5480243761042108,0.4575077129307092,-0.1205913407089207,0.23179236098187322,0.6121467400071463,-0.7030791275550884,0.008898481541667204,0.6524782047205937,-0.23949786017941344,1.2101874375627824
198,2019/08,287.51219384765625,267.1774437756856,269.31689429473874,274.22464387308753,267.76439433288573,263.0742437189738,286.8704938634237,237.36576336364746,285.85619388834635,292.2824041226705,294.0947936859131,279.8881639513652,260.1260945205688,279.35824394404096,294.0947936859131,246.13520348485312,264.0797944234212,290.89504410349525,271.5110942408244,305.79536430943807,0.512539184429771,-0.12677115214761017,-0.034679824023435564,0.1155185894342383,-0.08137086570032992,-0.2678432471156324,0.4932402205366553,-1.1517263461708793,0.46273540664108337,0.7363623293518045,0.7105092011398046,0.3102360371075911,-0.3110907907506525,0.2920168607171021,0.7105092011398046,-0.8502242813199405,-0.19218427128015975,0.6886635133850362,0.03131018154657622,1.200951327309271
199,2019/09,281.67479399108885,265.1019237469991,272.8358942082723,273.72048386611937,263.4380944391886,264.24080373509724,271.63529423777265,237.07136335957844,285.504293896993,289.5260840845744,286.3736938756307,276.9772839111328,253.46069468434655,282.30224398473104,294.3845936787923,241.80016342493693,259.11179454549153,292.830724130249,281.69549399058025,303.71984428075154,0.3369808677246464,-0.19812959301035857,0.07115320377752635,0.09818506745162095,-0.21148323517327716,-0.22773575464490275,0.03504546488072886,-1.1618481108322625,0.4521521038609865,0.6415973077096078,0.47829908720004816,0.21015708901816824,-0.5115509963501184,0.3932345073309283,0.7192248622528252,-0.999267265958802,-0.34159560464622274,0.7552141160336276,0.33760341494700574,1.1295928864465226
200,2019/10,274.03649417877193,264.3880037371317,279.356394048055,272.0571238431295,257.24879459126794,266.5076837664286,253.10879469299317,240.07424340108236,284.0138939336141,287.03472405014037,278.7974940617879,275.4132838895162,257.8904945755005,284.4550440144857,290.74139376831056,238.11280337397258,252.2186947148641,295.99184417394,282.5027939707438,301.49712425003054,0.10726094267432383,-0.22267487231421224,0.2672555788204837,0.04099709711480955,-0.3976248546584953,-0.14979816675225607,-0.5221342991302153,-1.0586061112861582,0.4073287038511685,0.5559418742626555,0.2504468038168019,0.1563852142545728,-0.37832589076537954,0.4672499114172898,0.6096565511177124,-1.1260423683426204,-0.5489038296916345,0.8638965640852257,0.36188275661899105,1.0531735632530836
201,2019/11,265.52879438781736,265.1828837481181,281.9645939839681,269.92640381368005,246.44339485677082,270.6918438242594,226.81979533894855,247.75440350723267,281.405693997701,285.0070440221151,269.31689429473874,275.53472389119463,267.7436943333944,284.8524840199789,280.5362940190633,236.2396833480835,242.15849496205647,300.94144424235026,271.84229423268636,301.1696042455037,-0.14860596571505869,-0.19534610772847671,0.34569652883766694,-0.032259174621947065,-0.7225945047296837,-0.005942586502353963,-1.312769271525633,-0.794554575682336,0.32888775383398516,0.48622822015738365,-0.034679824023435564,0.16056044217739165,-0.08199341292268755,0.48091429371015754,0.30274077049492354,-1.190442096000668,-0.8514617797579132,1.0340687324547229,0.04127093710431375,1.0419131000672934
202,2019/12,251.78399472554526,268.4212837928772,281.92319398498535,267.810403784434,230.27669525400796,277.7537639218648,189.74609624989827,262.0180837043762,278.8181940612793,283.4393640004476,254.1230946680705,278.35728393020634,276.1892941258748,283.7521640047709,262.79639445495604,237.5203233657837,227.37869532521566,308.5222443471273,250.3970947596232,304.6508842936198,-0.5619773213611654,-0.08400669645326746,0.34445143439294995,-0.10500935812563639,-1.2088038853917473,0.23685324331256374,-2.427751346769878,-0.3041550778383436,0.2510693510391613,0.43232982333551945,-0.49162948523464334,0.257602860868401,0.17200585379961864,0.44308419828823853,-0.23078219906639288,-1.1464124197236534,-1.2959604965219502,1.2947041724853292,-0.6036879852591919,1.1616029671881463
